month,category,customer_segment,order_status,net_revenue,discount,items,orders
2025-05-01,Books,Regular,SHIPPED,3117535.37,313742.18,94,36
2025-05-01,Books,Silver,CANCELLED,840259.9400000001,47762.71,28,9
2025-05-01,Books,Silver,DELIVERED,7727401.24,476348.98,208,76
2025-05-01,Books,Silver,PENDING,1423663.1400000001,118146.97,36,10
2025-05-01,Books,Silver,RETURNED,1051018.07,81099.25,22,9
2025-05-01,Books,Silver,SHIPPED,742285.0,110496.48999999999,19,8
2025-05-01,Electronics,Gold,CANCELLED,573285.85,35311.34,21,7
2025-05-01,Electronics,Gold,DELIVERED,4510430.54,404503.54000000004,128,36
2025-05-01,Electronics,Gold,PENDING,313026.32999999996,3433.55,8,3
2025-05-01,Electronics,Gold,RETURNED,656983.16,39199.17,19,6
2025-05-01,Electronics,Gold,SHIPPED,859655.38,106112.06999999999,35,11
2025-05-01,Electronics,Platinum,CANCELLED,246984.05000000002,26019.86,6,3
2025-05-01,Electronics,Platinum,DELIVERED,2346808.67,130264.72,67,22
2025-05-01,Electronics,Platinum,PENDING,154629.75,9782.039999999999,3,2
2025-05-01,Electronics,Platinum,RETURNED,357673.95999999996,25068.36,6,2
2025-05-01,Electronics,Platinum,SHIPPED,50738.1,0.0,3,1
2025-05-01,Electronics,Regular,CANCELLED,3267159.35,289933.0,78,29
2025-05-01,Electronics,Regular,DELIVERED,22926420.76,1777616.65,637,227
2025-05-01,Electronics,Regular,PENDING,4206596.15,289056.17,92,26
2025-05-01,Electronics,Regular,RETURNED,2961822.74,151209.64,70,18
2025-05-01,Electronics,Regular,SHIPPED,3261358.66,229095.24,94,34
2025-05-01,Electronics,Silver,CANCELLED,1751853.39,151428.1,47,15
2025-05-01,Electronics,Silver,DELIVERED,6899542.23,506062.43,211,71
2025-05-01,Electronics,Silver,PENDING,364017.69,8588.07,15,7
2025-05-01,Electronics,Silver,RETURNED,946237.23,89316.68000000001,30,11
2025-05-01,Electronics,Silver,SHIPPED,406440.56,20422.48,10,4
2025-05-01,Fashion,Gold,CANCELLED,840976.35,68529.69,21,6
2025-05-01,Fashion,Gold,DELIVERED,2939984.97,244304.55,98,30
2025-05-01,Fashion,Gold,PENDING,1025968.89,29827.34,21,7
2025-05-01,Fashion,Gold,RETURNED,167748.63,1107.1299999999999,10,4
2025-05-01,Fashion,Gold,SHIPPED,704389.95,59444.54,21,7
2025-05-01,Fashion,Platinum,CANCELLED,160019.22,8422.06,4,1
2025-05-01,Fashion,Platinum,DELIVERED,1044824.23,108738.84,36,12
2025-05-01,Fashion,Platinum,PENDING,239963.19,18779.14,5,2
2025-05-01,Fashion,Platinum,RETURNED,95998.44,0.0,3,1
2025-05-01,Fashion,Platinum,SHIPPED,230500.41,40957.020000000004,6,4
2025-05-01,Fashion,Regular,CANCELLED,2318519.08,139219.59,76,25
2025-05-01,Fashion,Regular,DELIVERED,19821043.84,1959765.1199999999,549,191
2025-05-01,Fashion,Regular,PENDING,2158019.27,197663.16,62,18
2025-05-01,Fashion,Regular,RETURNED,2184085.0,133789.47,73,22
2025-05-01,Fashion,Regular,SHIPPED,3492746.82,315699.55,110,34
2025-05-01,Fashion,Silver,CANCELLED,1048140.0499999999,73714.70000000001,32,12
2025-05-01,Fashion,Silver,DELIVERED,6691842.67,626381.59,183,73
2025-05-01,Fashion,Silver,PENDING,300666.88,20459.38,11,4
2025-05-01,Fashion,Silver,RETURNED,793349.8400000001,87139.13,24,11
2025-05-01,Fashion,Silver,SHIPPED,1153613.61,116650.72,28,10
2025-05-01,Furniture,Gold,CANCELLED,322496.47,0.0,7,1
2025-05-01,Furniture,Gold,DELIVERED,3042005.5,208950.96,89,35
2025-05-01,Furniture,Gold,PENDING,838459.71,24899.34,19,5
2025-05-01,Furniture,Gold,RETURNED,778671.6,104519.98,27,7
2025-05-01,Furniture,Gold,SHIPPED,1236288.13,109863.65,35,10
2025-05-01,Furniture,Platinum,CANCELLED,139733.14,11471.84,6,3
2025-05-01,Furniture,Platinum,DELIVERED,1258844.52,76564.92,33,13
2025-05-01,Furniture,Platinum,PENDING,467690.74,26477.43,10,2
2025-05-01,Furniture,Platinum,SHIPPED,56556.12,0.0,2,1
2025-05-01,Furniture,Regular,CANCELLED,1831269.41,193903.32,59,22
2025-05-01,Furniture,Regular,DELIVERED,21624923.669999998,1988682.5,649,216
2025-05-01,Furniture,Regular,PENDING,3183916.43,301154.77,85,27
2025-05-01,Furniture,Regular,RETURNED,1958220.87,185180.59,59,18
2025-05-01,Furniture,Regular,SHIPPED,3673490.24,243716.03,109,32
2025-05-01,Furniture,Silver,CANCELLED,1314620.99,95062.29999999999,37,10
2025-05-01,Furniture,Silver,DELIVERED,5445737.56,510416.24,172,65
2025-05-01,Furniture,Silver,PENDING,1085539.72,79527.33,32,12
2025-05-01,Furniture,Silver,RETURNED,1014251.47,81324.17,30,10
2025-05-01,Furniture,Silver,SHIPPED,1364534.5,104666.94,36,11
2025-05-01,Home,Gold,CANCELLED,478616.05000000005,24030.12,15,5
2025-05-01,Home,Gold,DELIVERED,3624698.86,386118.06,125,41
2025-05-01,Home,Gold,PENDING,380816.11,59657.84,9,4
2025-05-01,Home,Gold,RETURNED,168874.31,10387.78,4,2
2025-05-01,Home,Gold,SHIPPED,1836458.86,125651.79,43,11
2025-05-01,Home,Platinum,DELIVERED,2003407.33,112295.52,64,20
2025-05-01,Home,Platinum,PENDING,643571.3099999999,98876.65,15,5
2025-05-01,Home,Platinum,RETURNED,15774.02,0.0,2,1
2025-05-01,Home,Platinum,SHIPPED,374839.74,0.0,7,3
2025-05-01,Home,Regular,CANCELLED,2843543.9,293876.98,97,26
2025-05-01,Home,Regular,DELIVERED,23604892.86,1950258.73,692,243
2025-05-01,Home,Regular,PENDING,3108945.41,327020.48,86,27
2025-05-01,Home,Regular,RETURNED,3966655.89,251438.21,103,32
2025-05-01,Home,Regular,SHIPPED,2788073.0100000002,270210.22000000003,95,33
2025-05-01,Home,Silver,CANCELLED,684625.33,52639.66,19,9
2025-05-01,Home,Silver,DELIVERED,6296675.43,553115.04,209,65
2025-05-01,Home,Silver,PENDING,651069.74,65822.01999999999,20,9
2025-05-01,Home,Silver,RETURNED,935219.17,27336.559999999998,25,8
2025-05-01,Home,Silver,SHIPPED,664699.31,72329.84,16,6
2025-05-01,Sports,Gold,CANCELLED,1034028.79,73534.84,24,7
2025-05-01,Sports,Gold,DELIVERED,3815720.06,396220.24,120,43
2025-05-01,Sports,Gold,PENDING,420880.12,41463.06,10,4
2025-05-01,Sports,Gold,RETURNED,374277.47,59337.8,14,4
2025-05-01,Sports,Gold,SHIPPED,591536.92,101418.22,23,8
2025-05-01,Sports,Platinum,CANCELLED,62012.81,3263.83,4,1
2025-05-01,Sports,Platinum,DELIVERED,1232005.8,137782.02,42,14
2025-05-01,Sports,Platinum,PENDING,468326.48,53889.28999999999,11,4
2025-05-01,Sports,Platinum,SHIPPED,374952.39,20774.5,9,3
2025-05-01,Sports,Regular,CANCELLED,1442589.62,112224.62,48,17
2025-05-01,Sports,Regular,DELIVERED,24733311.1,2228822.43,674,236
2025-05-01,Sports,Regular,PENDING,3180351.25,305176.67,104,39
2025-05-01,Sports,Regular,RETURNED,1912504.47,182779.73,55,19
2025-05-01,Sports,Regular,SHIPPED,4705515.94,385454.66,134,41
2025-05-01,Sports,Silver,CANCELLED,1761896.45,42052.75,42,14
2025-05-01,Sports,Silver,DELIVERED,8855272.26,720768.86,228,78
2025-05-01,Sports,Silver,PENDING,265532.67000000004,564.68,5,2
2025-05-01,Sports,Silver,RETURNED,890427.77,41673.46,26,8
2025-05-01,Sports,Silver,SHIPPED,1318334.22,110030.09,29,12
2025-05-01,Toys,Gold,CANCELLED,341689.41,18643.52,8,3
2025-05-01,Toys,Gold,DELIVERED,4209846.04,385239.92,125,40
2025-05-01,Toys,Gold,PENDING,381970.11,40028.33,8,4
2025-05-01,Toys,Gold,RETURNED,469265.37,29887.85,14,4
2025-05-01,Toys,Gold,SHIPPED,968492.88,49018.060000000005,27,8
2025-05-01,Toys,Platinum,CANCELLED,184296.76,21968.08,6,2
2025-05-01,Toys,Platinum,DELIVERED,1150244.6500000001,74077.81,44,14
2025-05-01,Toys,Platinum,PENDING,163407.41,21720.05,9,3
2025-05-01,Toys,Platinum,SHIPPED,23405.15,1231.85,2,1
2025-05-01,Toys,Regular,CANCELLED,3129318.04,247849.1,87,31
2025-05-01,Toys,Regular,DELIVERED,23081307.74,1920552.82,708,240
2025-05-01,Toys,Regular,PENDING,2707707.99,244998.56,73,24
2025-05-01,Toys,Regular,RETURNED,1815310.2,213918.87,71,26
2025-05-01,Toys,Regular,SHIPPED,2255070.99,237064.89,72,25
2025-05-01,Toys,Silver,CANCELLED,763341.8200000001,53835.56,27,10
2025-05-01,Toys,Silver,DELIVERED,6134354.05,714187.0,192,64
2025-05-01,Toys,Silver,PENDING,731412.4,72792.73,23,9
2025-05-01,Toys,Silver,RETURNED,773843.48,70081.33,17,5
2025-05-01,Toys,Silver,SHIPPED,980070.9600000001,62060.56,30,11
2025-06-01,Beauty,Gold,CANCELLED,713181.8099999999,62880.350000000006,13,4
2025-06-01,Beauty,Gold,DELIVERED,4749257.21,433228.45,135,44
2025-06-01,Beauty,Gold,PENDING,80955.59,4260.82,3,1
2025-06-01,Beauty,Gold,RETURNED,293642.52,17150.93,7,2
2025-06-01,Beauty,Gold,SHIPPED,607707.87,75118.22,14,8
2025-06-01,Beauty,Platinum,CANCELLED,183836.77,19094.04,5,2
2025-06-01,Beauty,Platinum,DELIVERED,2813519.7199999997,254937.49,79,27
2025-06-01,Beauty,Platinum,RETURNED,593293.6900000001,93835.04999999999,16,4
2025-06-01,Beauty,Platinum,SHIPPED,819952.98,45733.41,14,5
2025-06-01,Beauty,Regular,CANCELLED,2576780.58,240645.47,66,22
2025-06-01,Beauty,Regular,DELIVERED,23319572.42,2148687.81,594,200
2025-06-01,Beauty,Regular,PENDING,2931463.07,135140.8,70,19
2025-06-01,Beauty,Regular,RETURNED,2450977.92,176694.32,77,25
2025-06-01,Beauty,Regular,SHIPPED,2323833.1,246160.01,68,24
2025-06-01,Beauty,Silver,CANCELLED,1488025.15,140281.3,31,11
2025-06-01,Beauty,Silver,DELIVERED,9102493.45,778483.18,230,82
2025-06-01,Beauty,Silver,PENDING,358521.62,48740.82,12,6
2025-06-01,Beauty,Silver,RETURNED,1033605.5599999999,116008.49,30,10
2025-06-01,Beauty,Silver,SHIPPED,1832968.54,190714.16999999998,43,15
2025-06-01,Books,Gold,CANCELLED,819397.38,71167.86,19,8
2025-06-01,Books,Gold,DELIVERED,5191944.64,454829.51,140,43
2025-06-01,Books,Gold,RETURNED,302123.82999999996,20258.09,16,4
2025-06-01,Books,Gold,SHIPPED,634043.32,37474.87,14,4
2025-06-01,Books,Platinum,CANCELLED,236361.72,50268.32,6,2
2025-06-01,Books,Platinum,DELIVERED,2686338.98,200886.72,68,21
2025-06-01,Books,Platinum,PENDING,531001.61,29394.27,8,2
2025-06-01,Books,Platinum,SHIPPED,867080.87,125515.41,22,7
2025-06-01,Books,Regular,CANCELLED,2907588.76,169834.66999999998,79,29
2025-06-01,Books,Regular,DELIVERED,22868042.26,1815849.61,671,212
2025-06-01,Books,Regular,PENDING,2564707.74,279103.62,69,24
2025-06-01,Books,Regular,RETURNED,1737273.24,135081.89,58,22
2025-06-01,Books,Regular,SHIPPED,3274146.05,286549.13,83,27
2025-06-01,Books,Silver,CANCELLED,1364334.73,184602.12,34,10
2025-06-01,Books,Silver,DELIVERED,9170075.63,674824.23,249,80
2025-06-01,Books,Silver,PENDING,513377.66,21070.86,16,7
2025-06-01,Books,Silver,RETURNED,1572845.21,141431.88,36,14
2025-06-01,Books,Silver,SHIPPED,899241.84,115697.65,27,11
2025-06-01,Electronics,Gold,CANCELLED,573647.06,59904.79,18,6
2025-06-01,Electronics,Gold,DELIVERED,4813257.61,575717.15,128,40
2025-06-01,Electronics,Gold,PENDING,283073.22,24782.07,7,2
2025-06-01,Electronics,Gold,RETURNED,266049.08,2569.44,5,3
2025-06-01,Electronics,Gold,SHIPPED,696964.67,77056.72,21,7
2025-06-01,Electronics,Platinum,CANCELLED,263100.66,36150.18,6,2
2025-06-01,Electronics,Platinum,DELIVERED,1697443.81,219500.72999999998,63,20
2025-06-01,Electronics,Platinum,RETURNED,328232.0,21462.38,8,2
2025-06-01,Electronics,Platinum,SHIPPED,236456.41,5560.09,7,3
2025-06-01,Electronics,Regular,CANCELLED,2029515.86,182534.83,72,26
2025-06-01,Electronics,Regular,DELIVERED,19238282.14,1566099.33,545,175
2025-06-01,Electronics,Regular,PENDING,2318525.68,278217.44,59,17
2025-06-01,Electronics,Regular,RETURNED,2449145.92,203539.13,72,30
2025-06-01,Electronics,Regular,SHIPPED,2990274.9,259794.35,96,31
2025-06-01,Electronics,Silver,CANCELLED,715884.68,43830.72,19,8
2025-06-01,Electronics,Silver,DELIVERED,8078788.85,441543.27999999997,222,75
2025-06-01,Electronics,Silver,PENDING,637041.53,29374.440000000002,17,7
2025-06-01,Electronics,Silver,RETURNED,1407707.68,182570.48,37,12
2025-06-01,Electronics,Silver,SHIPPED,619502.68,34099.31,25,11
2025-06-01,Fashion,Gold,CANCELLED,452924.74,45221.26,9,4
2025-06-01,Fashion,Gold,DELIVERED,4034461.64,311529.22000000003,106,32
2025-06-01,Fashion,Gold,RETURNED,277283.20999999996,5319.71,7,2
2025-06-01,Fashion,Gold,SHIPPED,239808.7,15021.56,6,3
2025-06-01,Fashion,Platinum,CANCELLED,397590.3,41106.08,16,4
2025-06-01,Fashion,Platinum,DELIVERED,1739464.96,153392.57,62,24
2025-06-01,Fashion,Platinum,PENDING,308.01,0.0,3,1
2025-06-01,Fashion,Platinum,RETURNED,38496.16,0.0,1,1
2025-06-01,Fashion,Platinum,SHIPPED,369132.11,50438.12,13,4
2025-06-01,Fashion,Regular,CANCELLED,3210118.1,340622.06,76,24
2025-06-01,Fashion,Regular,DELIVERED,19897054.36,1431297.77,558,208
2025-06-01,Fashion,Regular,PENDING,901116.7799999999,48329.64,27,10
2025-06-01,Fashion,Regular,RETURNED,2213110.87,147150.6,82,23
2025-06-01,Fashion,Regular,SHIPPED,2432241.15,163034.0,63,24
2025-06-01,Fashion,Silver,CANCELLED,869243.77,83532.71,27,10
2025-06-01,Fashion,Silver,DELIVERED,8363442.65,746102.14,226,76
2025-06-01,Fashion,Silver,PENDING,477851.12,15621.27,12,7
2025-06-01,Fashion,Silver,RETURNED,1086839.74,68948.23,37,14
2025-06-01,Fashion,Silver,SHIPPED,1058540.81,108185.98999999999,31,12
2025-06-01,Furniture,Gold,CANCELLED,496242.08,19607.14,15,6
2025-06-01,Furniture,Gold,DELIVERED,3687207.59,250876.15,91,34
2025-06-01,Furniture,Gold,PENDING,264345.14,48839.869999999995,9,4
2025-06-01,Furniture,Gold,RETURNED,244809.15,6984.65,7,2
2025-06-01,Furniture,Gold,SHIPPED,640403.02,23187.51,21,8
2025-06-01,Furniture,Platinum,CANCELLED,461000.26,0.0,10,1
2025-06-01,Furniture,Platinum,DELIVERED,2265794.35,224714.43,74,24
2025-06-01,Furniture,Platinum,PENDING,289379.59,27132.690000000002,8,3
2025-06-01,Furniture,Platinum,RETURNED,270473.96,21063.989999999998,6,3
2025-06-01,Furniture,Platinum,SHIPPED,209896.75,35823.31,12,5
2025-06-01,Furniture,Regular,CANCELLED,1836281.75,120987.41,57,20
2025-06-01,Furniture,Regular,DELIVERED,19605229.3,1743986.1,575,204
2025-06-01,Furniture,Regular,PENDING,1372691.32,80636.7,45,19
2025-06-01,Furniture,Regular,RETURNED,3261949.64,224335.91,85,31
2025-06-01,Furniture,Regular,SHIPPED,1696570.0999999999,135809.13,53,18
2025-06-01,Furniture,Silver,CANCELLED,504951.54000000004,67539.07,22,8
2025-06-01,Furniture,Silver,DELIVERED,8672301.72,741754.62,242,78
2025-06-01,Furniture,Silver,PENDING,789036.3200000001,50749.08,18,6
2025-06-01,Furniture,Silver,RETURNED,371815.95999999996,27162.88,21,9
2025-06-01,Furniture,Silver,SHIPPED,1237071.76,81591.62,36,15
2025-06-01,Home,Gold,CANCELLED,305154.34,21250.13,9,6
2025-06-01,Home,Gold,DELIVERED,4573463.0,487489.47,151,48
2025-06-01,Home,Gold,PENDING,410957.61,7155.66,9,4
2025-06-01,Home,Gold,RETURNED,573030.4299999999,90289.47,14,4
2025-06-01,Home,Gold,SHIPPED,663040.19,46157.200000000004,25,6
2025-06-01,Home,Platinum,CANCELLED,148513.82,16501.54,3,1
2025-06-01,Home,Platinum,DELIVERED,2688557.7,223137.76,67,24
2025-06-01,Home,Platinum,PENDING,8933.73,992.64,1,1
2025-06-01,Home,Platinum,RETURNED,58599.94,5417.09,6,3
2025-06-01,Home,Platinum,SHIPPED,242252.74,73771.23,7,4
2025-06-01,Home,Regular,CANCELLED,2089176.67,205651.62,70,23
2025-06-01,Home,Regular,DELIVERED,20739089.09,1577790.8499999999,581,215
2025-06-01,Home,Regular,PENDING,1776919.21,153972.68,51,16
2025-06-01,Home,Regular,RETURNED,2779351.36,268506.74,76,28
2025-06-01,Home,Regular,SHIPPED,2295417.7,160182.04,72,29
2025-06-01,Home,Silver,CANCELLED,1172729.06,42014.66,32,10
2025-06-01,Home,Silver,DELIVERED,7191382.58,571528.13,214,74
2025-06-01,Home,Silver,PENDING,688122.9400000001,113143.72,25,9
2025-06-01,Home,Silver,RETURNED,1128159.64,97194.2,32,11
2025-06-01,Home,Silver,SHIPPED,882951.97,68775.42,33,11
2025-06-01,Sports,Gold,CANCELLED,251572.74,43744.58,6,5
2025-06-01,Sports,Gold,DELIVERED,3538279.5300000003,243901.06,97,33
2025-06-01,Sports,Gold,PENDING,138536.84,0.0,2,1
2025-06-01,Sports,Gold,RETURNED,483781.76,25161.06,13,5
2025-06-01,Sports,Gold,SHIPPED,33031.23,1738.49,1,1
2025-06-01,Sports,Platinum,CANCELLED,108936.23000000001,11607.76,3,2
2025-06-01,Sports,Platinum,DELIVERED,1798493.7,146356.16,48,17
2025-06-01,Sports,Platinum,PENDING,332051.18,32651.920000000002,6,2
2025-06-01,Sports,Platinum,RETURNED,295095.97000000003,52075.75,8,2
2025-06-01,Sports,Platinum,SHIPPED,772178.8300000001,71166.70999999999,14,5
2025-06-01,Sports,Regular,CANCELLED,2659449.37,279561.0,78,23
2025-06-01,Sports,Regular,DELIVERED,20677924.54,1843161.27,580,198
2025-06-01,Sports,Regular,PENDING,1726127.7,130759.63,51,19
2025-06-01,Sports,Regular,RETURNED,2247836.32,160972.15,71,28
2025-06-01,Sports,Regular,SHIPPED,3636396.71,306868.8,85,28
2025-06-01,Sports,Silver,CANCELLED,1130294.24,27094.82,31,10
2025-06-01,Sports,Silver,DELIVERED,8994833.66,902226.96,268,94
2025-06-01,Sports,Silver,PENDING,676800.8400000001,74170.87,22,7
2025-06-01,Sports,Silver,RETURNED,1379576.8599999999,84108.09,35,12
2025-06-01,Sports,Silver,SHIPPED,633689.12,87095.98999999999,27,9
2025-06-01,Toys,Gold,CANCELLED,665774.5700000001,67054.7,18,8
2025-06-01,Toys,Gold,DELIVERED,3419398.85,220061.29,105,34
2025-06-01,Toys,Gold,PENDING,623648.41,122632.66,13,3
2025-06-01,Toys,Gold,RETURNED,220872.62,7073.32,5,3
2025-06-01,Toys,Gold,SHIPPED,452546.51,56268.31,17,5
2025-06-01,Toys,Platinum,CANCELLED,237843.16999999998,22501.83,6,2
2025-06-01,Toys,Platinum,DELIVERED,1718507.02,119322.63,55,19
2025-06-01,Toys,Platinum,PENDING,98689.59,0.0,3,1
2025-06-01,Toys,Platinum,RETURNED,28226.44,4981.14,1,1
2025-06-01,Toys,Platinum,SHIPPED,328209.27999999997,22492.47,12,3
2025-06-01,Toys,Regular,CANCELLED,2390803.67,239254.43,69,25
2025-06-01,Toys,Regular,DELIVERED,19963093.28,1716854.99,616,210
2025-06-01,Toys,Regular,PENDING,1467223.23,140909.16,52,13
2025-06-01,Toys,Regular,RETURNED,2713537.77,341225.45,74,23
2025-06-01,Toys,Regular,SHIPPED,2624026.57,211048.57,81,29
2025-06-01,Toys,Silver,CANCELLED,1306148.38,182430.22999999998,39,10
2025-06-01,Toys,Silver,DELIVERED,7261082.94,756969.9,229,78
2025-06-01,Toys,Silver,PENDING,521479.2,44969.18,16,5
2025-06-01,Toys,Silver,RETURNED,1445256.67,31858.86,33,12
2025-06-01,Toys,Silver,SHIPPED,769516.35,73773.23000000001,30,11
2025-07-01,Beauty,Gold,CANCELLED,559164.22,17150.52,9,3
2025-07-01,Beauty,Gold,DELIVERED,3619982.83,246794.26,97,40
2025-07-01,Beauty,Gold,PENDING,598606.02,39426.310000000005,16,8
2025-07-01,Beauty,Gold,RETURNED,244329.23,27147.7,5,2
2025-07-01,Beauty,Gold,SHIPPED,693249.64,38024.19,16,7
2025-07-01,Beauty,Platinum,CANCELLED,420957.02,49105.06,7,3
2025-07-01,Beauty,Platinum,DELIVERED,1629720.3599999999,259783.2,50,16
2025-07-01,Beauty,Platinum,PENDING,627346.53,26501.47,10,4
2025-07-01,Beauty,Platinum,RETURNED,227700.78,27768.02,8,3
2025-07-01,Beauty,Platinum,SHIPPED,288258.07,3482.1,4,2
2025-07-01,Beauty,Regular,CANCELLED,2645510.88,293043.54,55,18
2025-07-01,Beauty,Regular,DELIVERED,19327802.22,1567689.3,544,201
2025-07-01,Beauty,Regular,PENDING,1868802.41,175768.91,51,20
2025-07-01,Beauty,Regular,RETURNED,3228471.44,196080.99,91,31
2025-07-01,Beauty,Regular,SHIPPED,3469374.28,266535.36,92,31
2025-07-01,Beauty,Silver,CANCELLED,1206208.2,159965.68,41,12
2025-07-01,Beauty,Silver,DELIVERED,7261138.12,493170.0,174,65
2025-07-01,Beauty,Silver,PENDING,695052.99,42239.46,27,11
2025-07-01,Beauty,Silver,RETURNED,752699.18,66154.09,19,7
2025-07-01,Beauty,Silver,SHIPPED,967432.29,56491.27,27,10
2025-07-01,Books,Gold,CANCELLED,345414.89,2709.06,5,2
2025-07-01,Books,Gold,DELIVERED,4420535.97,442151.27,129,43
2025-07-01,Books,Gold,PENDING,1044707.14,84044.51000000001,24,7
2025-07-01,Books,Gold,RETURNED,772063.28,75918.45999999999,18,5
2025-07-01,Books,Gold,SHIPPED,182726.79,9925.46,7,4
2025-07-01,Books,Platinum,CANCELLED,303502.27,58696.219999999994,10,4
2025-07-01,Books,Platinum,DELIVERED,2510016.77,174191.69,61,23
2025-07-01,Books,Platinum,PENDING,346711.94,8160.33,10,4
2025-07-01,Books,Platinum,RETURNED,204446.61,10760.35,4,1
2025-07-01,Books,Platinum,SHIPPED,199912.0,29709.63,9,4
2025-07-01,Books,Regular,CANCELLED,2931338.1799999997,160683.17,77,23
2025-07-01,Books,Regular,DELIVERED,25482949.36,2304512.29,695,225
2025-07-01,Books,Regular,PENDING,3551723.01,260263.94,85,31
2025-07-01,Books,Regular,RETURNED,2412013.89,209231.53,70,24
2025-07-01,Books,Regular,SHIPPED,3241673.2800000003,235016.82,86,29
2025-07-01,Books,Silver,CANCELLED,1880215.19,98649.7,48,13
2025-07-01,Books,Silver,DELIVERED,10993284.21,806476.44,278,90
2025-07-01,Books,Silver,PENDING,1087744.26,93096.61,27,11
2025-07-01,Books,Silver,RETURNED,664784.27,6836.61,14,4
2025-07-01,Books,Silver,SHIPPED,1145546.44,56343.36,28,8
2025-07-01,Electronics,Gold,CANCELLED,393633.39,21241.74,10,4
2025-07-01,Electronics,Gold,DELIVERED,4514870.58,461896.63,113,40
2025-07-01,Electronics,Gold,PENDING,468620.67,0.0,11,4
2025-07-01,Electronics,Gold,RETURNED,79512.08,19037.16,8,2
2025-07-01,Electronics,Gold,SHIPPED,729162.13,87537.57,18,5
2025-07-01,Electronics,Platinum,CANCELLED,340316.1,50507.81,12,4
2025-07-01,Electronics,Platinum,DELIVERED,1937603.25,214079.37,58,23
2025-07-01,Electronics,Platinum,PENDING,138838.11,0.0,7,2
2025-07-01,Electronics,Platinum,RETURNED,178138.03,37516.2,6,3
2025-07-01,Electronics,Platinum,SHIPPED,49713.649999999994,776.58,3,2
2025-07-01,Electronics,Regular,CANCELLED,1562706.3,64646.399999999994,49,19
2025-07-01,Electronics,Regular,DELIVERED,22391525.32,1841736.0,662,224
2025-07-01,Electronics,Regular,PENDING,2096258.11,237661.31,67,27
2025-07-01,Electronics,Regular,RETURNED,4313590.0,257441.63999999998,108,33
2025-07-01,Electronics,Regular,SHIPPED,3592050.66,281681.41000000003,100,29
2025-07-01,Electronics,Silver,CANCELLED,655848.63,45298.72,22,9
2025-07-01,Electronics,Silver,DELIVERED,7021886.88,520941.33,194,69
2025-07-01,Electronics,Silver,PENDING,743918.06,91681.66,18,6
2025-07-01,Electronics,Silver,RETURNED,611763.65,40523.89,21,9
2025-07-01,Electronics,Silver,SHIPPED,773533.74,90547.53,20,7
2025-07-01,Fashion,Gold,CANCELLED,537687.26,50241.65,11,6
2025-07-01,Fashion,Gold,DELIVERED,4806481.91,558321.0,133,45
2025-07-01,Fashion,Gold,PENDING,658167.26,29626.989999999998,12,4
2025-07-01,Fashion,Gold,RETURNED,54395.82,0.0,1,1
2025-07-01,Fashion,Gold,SHIPPED,264509.02,36962.25,9,5
2025-07-01,Fashion,Platinum,CANCELLED,572237.15,50026.18,11,3
2025-07-01,Fashion,Platinum,DELIVERED,1739209.3199999998,198333.82,48,16
2025-07-01,Fashion,Platinum,PENDING,321832.37,22373.239999999998,11,2
2025-07-01,Fashion,Platinum,RETURNED,248715.69,9428.53,4,2
2025-07-01,Fashion,Platinum,SHIPPED,328011.79000000004,82964.05,8,2
2025-07-01,Fashion,Regular,CANCELLED,1645371.3599999999,217374.06,53,19
2025-07-01,Fashion,Regular,DELIVERED,23313698.73,1854266.64,611,210
2025-07-01,Fashion,Regular,PENDING,2490581.1,175792.6,79,27
2025-07-01,Fashion,Regular,RETURNED,2579710.41,201154.69,68,22
2025-07-01,Fashion,Regular,SHIPPED,2457304.58,230626.02,75,27
2025-07-01,Fashion,Silver,CANCELLED,690864.96,83711.95,32,10
2025-07-01,Fashion,Silver,DELIVERED,10311822.99,829065.53,274,96
2025-07-01,Fashion,Silver,PENDING,640391.73,28271.02,18,6
2025-07-01,Fashion,Silver,RETURNED,512160.4,25238.62,13,4
2025-07-01,Fashion,Silver,SHIPPED,1467026.84,220910.00999999998,55,18
2025-07-01,Furniture,Gold,CANCELLED,517548.08,26725.340000000004,16,5
2025-07-01,Furniture,Gold,DELIVERED,4467862.33,439645.08999999997,125,43
2025-07-01,Furniture,Gold,PENDING,310265.32,10345.97,11,5
2025-07-01,Furniture,Gold,RETURNED,653168.4,44577.59,14,5
2025-07-01,Furniture,Gold,SHIPPED,371945.7,81424.28,14,7
2025-07-01,Furniture,Platinum,CANCELLED,168493.63,22819.83,4,2
2025-07-01,Furniture,Platinum,DELIVERED,1638409.9,253249.78,40,15
2025-07-01,Furniture,Platinum,PENDING,399751.16000000003,19858.07,7,2
2025-07-01,Furniture,Platinum,RETURNED,42200.6,0.0,4,1
2025-07-01,Furniture,Platinum,SHIPPED,243821.7,17721.72,9,4
2025-07-01,Furniture,Regular,CANCELLED,2292780.3200000003,191391.41,76,26
2025-07-01,Furniture,Regular,DELIVERED,17218741.62,1367172.74,572,208
2025-07-01,Furniture,Regular,PENDING,1889064.5699999998,191407.32,72,26
2025-07-01,Furniture,Regular,RETURNED,2096754.54,214439.11,62,25
2025-07-01,Furniture,Regular,SHIPPED,3579621.35,304408.69,99,29
2025-07-01,Furniture,Silver,CANCELLED,358965.85,34603.22,9,5
2025-07-01,Furniture,Silver,DELIVERED,6895009.09,585523.9,209,77
2025-07-01,Furniture,Silver,PENDING,621367.86,24780.120000000003,24,8
