order_date,total_orders,total_items,gross_revenue,total_discount,total_tax,net_revenue,average_order_value,unique_customers
2025-11-30,50,367,13699757.44,897589.00,0.00,12802168.44,256043.37,50
2025-12-01,45,273,9092458.27,789477.47,0.00,8302980.80,184510.68,44
2025-12-02,52,433,17018329.99,1436036.45,0.00,15582293.54,299659.49,51
2025-12-03,61,446,17596151.33,1552978.75,0.00,16043172.58,263002.83,61
2025-12-04,50,362,15617878.69,1118630.94,0.00,14499247.75,289984.96,48
2025-12-05,44,311,12366873.14,893864.36,0.00,11473008.78,260750.2,44
2025-12-06,51,361,13870289.08,902980.54,0.00,12967308.54,254260.95,51
2025-12-07,56,416,14512172.90,1069592.94,0.00,13442579.96,240046.07,55
2025-12-08,45,340,12213747.29,987779.07,0.00,11225968.22,249465.96,45
2025-12-09,66,514,20187573.24,1480355.78,0.00,18707217.46,283442.69,65
2025-12-10,58,443,17254876.31,1316889.22,0.00,15937987.09,274792.88,58
2025-12-11,50,401,14725722.70,1127943.67,0.00,13597779.03,271955.58,50
2025-12-12,54,435,16078443.96,1360308.42,0.00,14718135.54,272558.07,54
2025-12-13,60,486,18212798.72,1341002.27,0.00,16871796.45,281196.61,60
2025-12-14,45,304,11888536.76,798706.37,0.00,11089830.39,246440.68,45
2025-12-15,55,444,17262608.32,1177538.69,0.00,16085069.63,292455.81,55
2025-12-16,50,392,12769522.44,965434.00,0.00,11804088.44,236081.77,50
2025-12-17,56,388,14048520.63,982321.45,0.00,13066199.18,233324.99,54
2025-12-18,49,367,14373068.69,1149712.17,0.00,13223356.52,269864.42,49
2025-12-19,46,336,12706673.61,1149021.10,0.00,11557652.51,251253.32,46
2025-12-20,54,394,15293480.85,986414.37,0.00,14307066.48,264945.68,54
2025-12-21,59,411,15243503.72,1125205.42,0.00,14118298.30,239293.19,58
2025-12-22,52,371,13545022.13,1162560.94,0.00,12382461.19,238124.25,52
2025-12-23,45,314,12800138.19,1016694.14,0.00,11783444.05,261854.31,45
2025-12-24,38,267,10503124.78,876075.21,0.00,9627049.57,253343.41,38
2025-12-25,48,403,15306075.73,1028507.58,0.00,14277568.15,297449.34,48
2025-12-26,60,394,15328278.57,1439960.54,0.00,13888318.03,231471.97,59
2025-12-27,53,426,17228095.07,1281980.89,0.00,15946114.18,300870.08,53
2025-12-28,52,367,14699313.14,1040183.85,0.00,13659129.29,262675.56,52
2025-12-29,56,417,15238389.83,1015183.76,0.00,14223206.07,253985.82,55
2025-12-30,52,363,14643001.26,999765.33,0.00,13643235.93,262369.92,51
2025-12-31,71,574,22129885.19,1845625.53,0.00,20284259.66,285693.8,71
2026-01-01,57,434,16018147.64,1212900.19,0.00,14805247.45,259741.18,57
2026-01-02,53,369,13771729.95,1182551.37,0.00,12589178.58,237531.67,53
2026-01-03,64,440,17704653.84,1376400.06,0.00,16328253.78,255128.97,64
2026-01-04,53,376,14876012.31,1077286.66,0.00,13798725.65,260353.31,53
2026-01-05,58,458,17903501.00,1330455.53,0.00,16573045.47,285742.16,57
2026-01-06,63,491,18802374.36,1617205.92,0.00,17185168.44,272780.45,62
2026-01-07,50,434,15799584.82,1267804.34,0.00,14531780.48,290635.61,50
2026-01-08,41,289,10711302.25,760392.08,0.00,9950910.17,242705.13,41
2026-01-09,49,369,13084452.07,910907.28,0.00,12173544.79,248439.69,49
2026-01-10,54,431,16642115.04,1489485.68,0.00,15152629.36,280604.25,54
2026-01-11,55,384,15181394.01,1288804.22,0.00,13892589.79,252592.54,55
2026-01-12,49,342,12740508.35,857521.95,0.00,11882986.40,242509.93,49
2026-01-13,56,456,17197857.13,1307938.54,0.00,15889918.59,283748.55,56
2026-01-14,55,412,14893272.43,1091947.92,0.00,13801324.51,250933.17,55
2026-01-15,65,425,16795842.18,1415423.30,0.00,15380418.88,236621.83,64
2026-01-16,60,510,18968883.76,1545597.28,0.00,17423286.48,290388.11,60
2026-01-17,50,368,13278870.62,1099459.70,0.00,12179410.92,243588.22,50
2026-01-18,70,549,20691136.88,1587214.09,0.00,19103922.79,272913.18,70
2026-01-19,56,456,17767690.81,1532756.38,0.00,16234934.43,289909.54,56
2026-01-20,57,471,17401373.47,1402615.97,0.00,15998757.50,280679.96,57
2026-01-21,63,492,19997429.49,1554317.06,0.00,18443112.43,292747.82,62
2026-01-22,60,442,16159931.41,1358279.62,0.00,14801651.79,246694.2,60
2026-01-23,57,405,15537094.81,1185887.57,0.00,14351207.24,251775.57,57
2026-01-24,49,353,13889277.10,1015477.07,0.00,12873800.03,262730.61,48
2026-01-25,55,396,14500222.14,1184268.40,0.00,13315953.74,242108.25,55
2026-01-26,55,436,17478334.06,1500241.53,0.00,15978092.53,290510.77,55
2026-01-27,48,409,15439462.25,1225020.48,0.00,14214441.77,296134.2,48
2026-01-28,54,431,15895893.07,1208726.31,0.00,14687166.76,271984.57,54
2026-01-29,45,326,11482843.28,734695.32,0.00,10748147.96,238847.73,45
2026-01-30,54,480,18600142.56,1210051.66,0.00,17390090.90,322038.72,53
2026-01-31,58,458,17032537.74,1169133.96,0.00,15863403.78,273506.96,58
2026-02-01,63,493,19375522.11,1422762.47,0.00,17952759.64,284964.44,62
2026-02-02,60,438,17035475.58,1429671.17,0.00,15605804.41,260096.74,60
2026-02-03,56,455,17311531.49,1193328.94,0.00,16118202.55,287825.05,56
2026-02-04,52,397,16608457.25,1168289.58,0.00,15440167.67,296926.3,52
2026-02-05,47,322,11587118.49,1010666.61,0.00,10576451.88,225030.89,47
2026-02-06,59,456,18546196.24,1403399.50,0.00,17142796.74,290555.88,58
2026-02-07,49,336,12885614.83,902173.31,0.00,11983441.52,244560.03,49
2026-02-08,58,474,17144924.86,1404974.19,0.00,15739950.67,271378.46,58
2026-02-09,48,349,13704419.67,1151283.59,0.00,12553136.08,261523.67,48
2026-02-10,69,495,18792779.74,1436621.89,0.00,17356157.85,251538.52,69
2026-02-11,44,352,12664774.48,1021248.61,0.00,11643525.87,264625.59,43
2026-02-12,64,511,19160674.19,1238578.15,0.00,17922096.04,280032.75,64
2026-02-13,45,355,12141713.68,1128076.22,0.00,11013637.46,244747.5,45
2026-02-14,43,352,13669594.57,1076048.12,0.00,12593546.45,292873.17,43
2026-02-15,51,372,13767303.23,1085537.35,0.00,12681765.88,248662.08,51
2026-02-16,54,456,17395409.10,1474038.24,0.00,15921370.86,294840.2,54
2026-02-17,51,389,15736012.69,1284126.31,0.00,14451886.38,283370.32,50
2026-02-18,58,424,15892936.96,1269223.77,0.00,14623713.19,252132.99,58
2026-02-19,68,567,22246546.47,1671481.41,0.00,20575065.06,302574.49,67
2026-02-20,57,358,12370274.40,848093.78,0.00,11522180.62,202143.52,56
2026-02-21,53,382,13964633.84,1079027.90,0.00,12885605.94,243124.64,53
2026-02-22,57,411,15887919.56,1045054.35,0.00,14842865.21,260401.14,57
2026-02-23,52,383,15137543.97,1153273.93,0.00,13984270.04,268928.27,52
2026-02-24,40,288,10773325.62,685165.11,0.00,10088160.51,252204.01,40
2026-02-25,64,486,18879667.82,1668468.96,0.00,17211198.86,268924.98,63
2026-02-26,50,329,13313627.93,979096.50,0.00,12334531.43,246690.63,50
2026-02-27,52,413,16255673.41,1109624.27,0.00,15146049.14,291270.18,52
2026-02-28,53,395,14991276.48,1062920.74,0.00,13928355.74,262799.16,53
2026-03-01,54,415,15035120.31,1204752.61,0.00,13830367.70,256117.92,54
2026-03-02,51,439,17113842.20,1403839.95,0.00,15710002.25,308039.26,51
2026-03-03,59,443,16765285.60,1296552.12,0.00,15468733.48,262181.92,58
2026-03-04,54,397,15922621.76,1123683.62,0.00,14798938.14,274054.41,54
2026-03-05,56,466,17581340.78,1456988.46,0.00,16124352.32,287934.86,56
2026-03-06,55,453,16445093.76,1286184.77,0.00,15158908.99,275616.53,54
2026-03-07,70,477,17561080.37,1238244.09,0.00,16322836.28,233183.38,70
2026-03-08,51,388,15577428.00,1154650.66,0.00,14422777.34,282799.56,51
2026-03-09,57,371,13789058.96,1052689.03,0.00,12736369.93,223445.09,57
2026-03-10,48,263,10452738.61,763609.04,0.00,9689129.57,201856.87,48
2026-03-11,52,394,13682650.22,883706.10,0.00,12798944.12,246133.54,52
2026-03-12,53,373,14117947.44,1087795.47,0.00,13030151.97,245851.92,53
2026-03-13,54,401,16095232.23,1371528.83,0.00,14723703.40,272661.17,54
2026-03-14,47,292,9950118.96,748055.78,0.00,9202063.18,195788.58,47
2026-03-15,58,422,16385836.11,1138899.56,0.00,15246936.55,262878.22,58
2026-03-16,43,309,11602890.13,1034673.82,0.00,10568216.31,245772.47,43
2026-03-17,36,302,11447043.93,902984.28,0.00,10544059.65,292890.55,36
2026-03-18,53,403,15267191.02,1173601.27,0.00,14093589.75,265916.79,53
2026-03-19,70,518,19680687.42,1640272.85,0.00,18040414.57,257720.21,70
2026-03-20,56,421,15780698.02,1391453.11,0.00,14389244.91,256950.8,56
2026-03-21,42,319,12261380.45,1052690.24,0.00,11208690.21,266873.58,42
2026-03-22,58,406,15257402.87,1118462.01,0.00,14138940.86,243774.84,57
2026-03-23,61,409,16170368.42,1178528.76,0.00,14991839.66,245767.86,61
2026-03-24,56,425,17844767.02,1113912.39,0.00,16730854.63,298765.26,56
2026-03-25,54,353,13764743.68,1110858.15,0.00,12653885.53,234331.21,53
2026-03-26,54,463,17474886.76,1414919.30,0.00,16059967.46,297406.8,53
2026-03-27,58,478,18914280.01,1335931.00,0.00,17578349.01,303074.98,58
2026-03-28,53,386,14697262.21,1219136.87,0.00,13478125.34,254304.25,52
2026-03-29,54,354,13399281.03,1071765.22,0.00,12327515.81,228287.33,53
2026-03-30,48,352,13143625.89,963943.15,0.00,12179682.74,253743.39,48
2026-03-31,43,358,13839193.70,1004088.46,0.00,12835105.24,298490.82,42
2026-04-01,65,525,20096600.11,1434487.59,0.00,18662112.52,287109.42,65
2026-04-02,54,400,15137733.48,1050783.21,0.00,14086950.27,260869.45,54
2026-04-03,47,351,12756845.52,1189423.71,0.00,11567421.81,246115.36,47
2026-04-04,58,423,17012046.36,1262898.06,0.00,15749148.30,271537.04,58
2026-04-05,47,338,11689565.32,923402.77,0.00,10766162.55,229067.29,47
2026-04-06,50,376,13956183.00,1167568.40,0.00,12788614.60,255772.29,49
2026-04-07,49,329,12801113.94,977240.04,0.00,11823873.90,241303.55,49
2026-04-08,50,364,13088449.68,1206352.90,0.00,11882096.78,237641.94,50
2026-04-09,63,530,19754873.02,1448354.11,0.00,18306518.91,290579.67,62
2026-04-10,52,405,14747041.44,1011711.19,0.00,13735330.25,264140.97,52
2026-04-11,51,379,14128423.57,996613.44,0.00,13131810.13,257486.47,51
2026-04-12,62,477,19156725.17,1472295.35,0.00,17684429.82,285232.74,62
2026-04-13,51,356,12821868.99,911194.64,0.00,11910674.35,233542.63,51
2026-04-14,53,436,18584620.20,1398906.11,0.00,17185714.09,324258.76,53
2026-04-15,43,323,11930889.22,932349.21,0.00,10998540.01,255780.0,43
2026-04-16,52,381,13867279.35,978794.08,0.00,12888485.27,247855.49,51
2026-04-17,50,400,15312228.30,997558.92,0.00,14314669.38,286293.39,50
2026-04-18,62,463,19448071.16,1509079.84,0.00,17938991.32,289338.57,62
2026-04-19,60,417,14965707.51,1051344.66,0.00,13914362.85,231906.05,59
2026-04-20,63,499,19131339.62,1321847.25,0.00,17809492.37,282690.36,63
2026-04-21,72,553,21908366.07,1693056.52,0.00,20215309.55,280768.19,69
2026-04-22,40,304,11919996.70,891494.31,0.00,11028502.39,275712.56,40
2026-04-23,49,374,14368296.92,1004538.97,0.00,13363757.95,272729.75,48
2026-04-24,49,342,12950532.90,989084.60,0.00,11961448.30,244111.19,49
2026-04-25,55,416,15922719.34,1488474.66,0.00,14434244.68,262440.81,55
2026-04-26,45,342,12237734.43,927344.40,0.00,11310390.03,251342.0,45
2026-04-27,59,470,19195909.67,1568488.83,0.00,17627420.84,298769.84,59
2026-04-28,61,494,18834497.81,1328373.86,0.00,17506123.95,286985.64,60
2026-04-29,40,255,8763260.83,786090.75,0.00,7977170.08,199429.25,40
2026-04-30,50,387,14615242.38,1094656.76,0.00,13520585.62,270411.71,50
2026-05-01,58,446,16044354.80,1270486.61,0.00,14773868.19,254721.87,58
2026-05-02,43,318,12579752.17,1064756.99,0.00,11514995.18,267790.59,43
2026-05-03,54,395,15583426.86,1425165.12,0.00,14158261.74,262190.03,54
2026-05-04,53,387,15158845.60,1226258.64,0.00,13932586.96,262879.0,53
2026-05-05,54,440,16870450.01,1209610.88,0.00,15660839.13,290015.54,54
2026-05-06,50,390,14171846.59,1078774.80,0.00,13093071.79,261861.44,50
2026-05-07,54,425,15067027.23,1182043.29,0.00,13884983.94,257129.33,52
2026-05-08,49,385,15801704.39,1346390.02,0.00,14455314.37,295006.42,49
2026-05-09,52,390,15470199.94,1190987.53,0.00,14279212.41,274600.24,52
2026-05-10,54,407,15939994.37,1089344.27,0.00,14850650.10,275012.04,54
2026-05-11,60,448,17430641.66,1355826.37,0.00,16074815.29,267913.59,60
2026-05-12,53,373,13017530.41,1016063.91,0.00,12001466.50,226442.76,53
2026-05-13,54,447,17047417.99,1457045.25,0.00,15590372.74,288710.61,54
2026-05-14,63,407,16100080.71,1152888.17,0.00,14947192.54,237257.02,62
2026-05-15,45,306,11839117.81,865384.04,0.00,10973733.77,243860.75,45
2026-05-16,56,446,16706806.23,1309189.35,0.00,15397616.88,274957.44,55
2026-05-17,53,399,14793699.09,986728.74,0.00,13806970.35,260508.87,52
2026-05-18,43,336,12239786.25,972790.28,0.00,11266995.97,262023.16,43
2026-05-19,47,382,15475004.94,1106528.55,0.00,14368476.39,305712.26,47
2026-05-20,58,439,17328599.97,1413725.33,0.00,15914874.64,274394.39,58
2026-05-21,46,360,14037569.16,1126060.37,0.00,12911508.79,280684.97,46
2026-05-22,50,411,15072597.20,1141024.24,0.00,13931572.96,278631.46,50
2026-05-23,45,311,12587344.95,789187.36,0.00,11798157.59,262181.28,45
2026-05-24,57,403,15575886.67,1406815.14,0.00,14169071.53,248580.2,57
2026-05-25,53,385,15154316.69,1082026.90,0.00,14072289.79,265514.9,53
2026-05-26,49,289,10523462.87,853248.80,0.00,9670214.07,197351.31,49
2026-05-27,49,379,15075584.64,1062945.63,0.00,14012639.01,285972.22,49
2026-05-28,54,435,16369641.78,1138506.15,0.00,15231135.63,282058.07,54
2026-05-29,64,459,17672172.14,1429665.19,0.00,16242506.95,253789.17,63
2026-05-30,40,321,13832357.06,866298.76,0.00,12966058.30,324151.46,40
2026-05-31,59,416,16187606.94,1273244.91,0.00,14914362.03,252785.8,59
2026-06-01,52,372,15164629.73,1306675.07,0.00,13857954.66,266499.13,52
2026-06-02,49,331,12385889.87,977346.65,0.00,11408543.22,232827.41,48
2026-06-03,56,418,16133067.62,1228318.13,0.00,14904749.49,266156.24,55
2026-06-04,56,426,15955472.14,1247354.86,0.00,14708117.28,262644.95,56
2026-06-05,68,456,18520638.02,1273113.73,0.00,17247524.29,253640.06,68
2026-06-06,68,522,21090401.74,1575709.55,0.00,19514692.19,286980.77,68
2026-06-07,42,289,11454656.66,884238.57,0.00,10570418.09,251676.62,41
2026-06-08,59,410,15328489.55,1163109.49,0.00,14165380.06,240091.19,59
2026-06-09,57,410,16665728.19,1421525.28,0.00,15244202.91,267442.16,57
2026-06-10,55,417,16941128.64,1376150.71,0.00,15564977.93,282999.6,55
2026-06-11,54,395,15577182.52,1180541.13,0.00,14396641.39,266604.47,54
2026-06-12,56,456,16957255.02,1002519.64,0.00,15954735.38,284905.99,56
2026-06-13,57,405,15536407.50,979847.24,0.00,14556560.26,255378.25,57
2026-06-14,66,513,19295710.04,1540617.83,0.00,17755092.21,269016.55,66
2026-06-15,46,331,12621611.66,1090495.94,0.00,11531115.72,250676.43,46
2026-06-16,51,394,15118593.06,1227130.50,0.00,13891462.56,272381.62,51
2026-06-17,66,485,19102093.81,1549197.88,0.00,17552895.93,265952.97,66
2026-06-18,60,392,15219417.93,1052689.43,0.00,14166728.50,236112.14,60
2026-06-19,54,419,16628728.67,1360299.55,0.00,15268429.12,282748.69,53
2026-06-20,67,455,16226036.86,1401780.67,0.00,14824256.19,221257.56,67
2026-06-21,49,374,14417011.05,1131971.34,0.00,13285039.71,271123.26,49
2026-06-22,63,448,17868585.23,1455415.39,0.00,16413169.84,260526.51,63
2026-06-23,51,393,14722719.95,976347.73,0.00,13746372.22,269536.71,51
2026-06-24,45,340,14067302.80,1047115.99,0.00,13020186.81,289337.48,45
2026-06-25,57,450,16850536.53,1376761.77,0.00,15473774.76,271469.73,57
2026-06-26,55,433,17214686.99,1286442.69,0.00,15928244.30,289604.44,55
2026-06-27,58,449,17089822.55,1408519.22,0.00,15681303.33,270367.3,58
2026-06-28,47,341,13420687.66,1073862.55,0.00,12346825.11,262698.41,47
2026-06-29,55,428,15398547.56,1216440.78,0.00,14182106.78,257856.49,54
2026-06-30,42,343,12764646.08,865138.77,0.00,11899507.31,283321.6,42
2026-07-01,57,464,17094735.95,1192703.34,0.00,15902032.61,278983.03,57
2026-07-02,39,287,11054893.51,820808.58,0.00,10234084.93,262412.43,38
2026-07-03,50,387,15071357.58,1099121.66,0.00,13972235.92,279444.72,50
2026-07-04,70,502,19290350.03,1714099.06,0.00,17576250.97,251089.3,70
2026-07-05,57,382,14342737.27,1093250.84,0.00,13249486.43,232447.13,57
2026-07-06,50,349,13825501.39,1054131.86,0.00,12771369.53,255427.39,50
2026-07-07,59,365,13432804.41,1109164.08,0.00,12323640.33,208875.26,59
2026-07-08,53,368,13467833.05,1132769.25,0.00,12335063.80,232737.05,53
2026-07-09,43,302,10029327.60,749436.58,0.00,9279891.02,215811.42,43
2026-07-10,61,441,17068957.11,1383681.33,0.00,15685275.78,257135.67,60
2026-07-11,57,380,15042331.17,1144369.78,0.00,13897961.39,243823.88,56
2026-07-12,63,522,20483233.53,1691575.95,0.00,18791657.58,298280.28,63
2026-07-13,52,412,15494563.34,1278200.26,0.00,14216363.08,273391.6,52
2026-07-14,60,477,17713396.24,1408533.13,0.00,16304863.11,271747.72,60
2026-07-15,51,379,13025537.51,1042300.91,0.00,11983236.60,234965.42,51
2026-07-16,64,465,16757515.81,1149092.89,0.00,15608422.92,243881.61,63
2026-07-17,42,293,10380624.56,912526.80,0.00,9468097.76,225430.9,42
2026-07-18,56,429,15941325.79,1252121.22,0.00,14689204.57,262307.22,56
2026-07-19,48,358,14471151.61,1190919.41,0.00,13280232.20,276671.5,48
2026-07-21,593,4230,159079154.66,15417881.06,0.00,143661273.60,242261.84,560
