product_id,product_name,category,total_quantity_sold,total_orders,gross_revenue,net_revenue,average_selling_price
PROD00804,Pearson Books Item 804,Books,401,157,10955231.78,9919812.03,24737.69
PROD00367,Hometown Furniture Item 367,Furniture,360,139,10773500.40,9883190.16,27453.31
PROD00384,Nivia Sports Item 384,Sports,340,149,10654855.40,9851040.74,28973.65
PROD00191,Wakefit Furniture Item 191,Furniture,379,150,10717384.74,9822384.10,25916.58
PROD00695,Mattel Toys Item 695,Toys,325,133,10691372.25,9821258.93,30219.26
PROD00092,Puma Fashion Item 92,Fashion,405,150,10555515.00,9759290.35,24097.01
PROD00903,Decathlon Sports Item 903,Sports,415,165,10633428.80,9754569.49,23504.99
PROD00869,Yonex Sports Item 869,Sports,330,136,10575378.00,9732552.42,29492.58
PROD00355,Penguin Books Item 355,Books,367,159,10690449.43,9688401.84,26398.92
PROD00979,Penguin Books Item 979,Books,354,143,10575987.18,9678223.34,27339.61
PROD00289,Scholastic Books Item 289,Books,383,151,10393949.75,9627294.06,25136.54
PROD00475,Adidas Fashion Item 475,Fashion,396,168,10613576.16,9617883.27,24287.58
PROD00739,Cosco Sports Item 739,Sports,344,139,10449835.92,9587116.94,27869.53
PROD00042,Hamleys Toys Item 42,Toys,427,169,10394072.43,9585915.01,22449.45
PROD00473,Maybelline Beauty Item 473,Beauty,450,174,10470235.50,9580265.36,21289.48
PROD00670,Hot Wheels Toys Item 670,Toys,408,161,10339287.12,9579045.27,23478.05
PROD00528,Funskool Toys Item 528,Toys,415,162,10231978.55,9536697.07,22979.99
PROD00418,Funskool Toys Item 418,Toys,366,147,10324420.80,9528932.64,26035.34
PROD00067,Samsung Electronics Item 67,Electronics,407,165,10345773.13,9506926.48,23358.54
PROD00777,Lg Electronics Item 777,Electronics,358,137,10226116.06,9502004.18,26541.91
PROD00911,Yonex Sports Item 911,Sports,384,153,10501367.04,9501822.91,24744.33
PROD00197,Decathlon Sports Item 197,Sports,357,151,10204395.18,9488372.56,26578.07
PROD00841,Lego Toys Item 841,Toys,416,167,10414817.92,9477233.99,22781.81
PROD00238,Levi's Fashion Item 238,Fashion,407,156,10174763.94,9438531.08,23190.49
PROD00716,Harpercollins Books Item 716,Books,382,152,10086683.26,9414677.71,24645.75
PROD00510,Hot Wheels Toys Item 510,Toys,365,137,10173374.90,9397132.38,25745.57
PROD00297,Puma Fashion Item 297,Fashion,367,142,10194559.03,9361216.31,25507.4
PROD00138,Maybelline Beauty Item 138,Beauty,353,145,10051706.77,9184640.23,26018.81
PROD00997,Urban Ladder Furniture Item 997,Furniture,384,154,9916680.96,9160017.55,23854.21
PROD00360,Oxford Books Item 360,Books,364,147,9913467.20,9138637.14,25106.15
PROD00689,L'oreal Beauty Item 689,Beauty,366,149,9825218.76,9136648.05,24963.52
PROD00169,Milton Home Item 169,Home,407,158,9881036.11,9135709.69,22446.46
PROD00921,Prestige Home Item 921,Home,357,149,9892652.07,9107059.15,25509.97
PROD00340,L'oreal Beauty Item 340,Beauty,389,154,9883354.12,9088112.51,23362.76
PROD00814,Ikea Furniture Item 814,Furniture,414,167,9846770.58,9078532.28,21928.82
PROD00349,Nilkamal Furniture Item 349,Furniture,426,161,9854977.50,9059176.37,21265.67
PROD00470,L'oreal Beauty Item 470,Beauty,348,147,9792636.48,9058188.73,26029.28
PROD00456,Oxford Books Item 456,Books,383,150,9861855.51,9050762.87,23631.23
PROD00452,Adidas Fashion Item 452,Fashion,353,141,9724511.07,9009635.41,25523.05
PROD00114,Samsung Electronics Item 114,Electronics,420,173,9696309.00,8985246.14,21393.44
PROD00147,Lakme Beauty Item 147,Beauty,369,146,9765086.85,8946036.74,24244.0
PROD00688,Milton Home Item 688,Home,352,146,9645553.28,8912546.04,25319.73
PROD00090,L'oreal Beauty Item 90,Beauty,434,171,9557543.66,8874861.80,20448.99
PROD00666,Lego Toys Item 666,Toys,388,162,9738361.56,8861156.06,22838.03
PROD00892,Lego Toys Item 892,Toys,364,148,9670522.68,8860217.80,24341.26
PROD00416,Wakefit Furniture Item 416,Furniture,364,153,9623002.48,8852369.28,24319.7
PROD00165,Nivea Beauty Item 165,Beauty,335,131,9552578.60,8801204.11,26272.25
PROD00622,Hamleys Toys Item 622,Toys,393,157,9515276.70,8787708.94,22360.58
PROD00408,Boat Electronics Item 408,Electronics,373,149,9552768.72,8752436.22,23464.98
PROD00288,Scholastic Books Item 288,Books,339,142,9535398.78,8735156.65,25767.42
PROD00260,Boat Electronics Item 260,Electronics,304,130,9509451.36,8725860.07,28703.49
PROD00692,Mattel Toys Item 692,Toys,403,156,9502744.03,8721066.80,21640.36
PROD00193,Ikea Furniture Item 193,Furniture,447,176,9506223.84,8718291.88,19504.01
PROD00103,Noise Electronics Item 103,Electronics,415,159,9526569.85,8703611.84,20972.56
PROD00255,Decathlon Sports Item 255,Sports,387,156,9383480.64,8691236.79,22457.98
PROD00908,Wakefit Furniture Item 908,Furniture,387,155,9362284.65,8669185.10,22401.0
PROD00712,Cello Home Item 712,Home,325,133,9314067.75,8629125.62,26551.16
PROD00600,Ikea Furniture Item 600,Furniture,384,152,9314949.12,8579941.42,22343.6
PROD00336,Nilkamal Furniture Item 336,Furniture,406,162,9354256.24,8563982.92,21093.55
PROD00845,Cosco Sports Item 845,Sports,371,150,9363687.55,8540894.38,23021.28
PROD00363,Sony Electronics Item 363,Electronics,406,167,9222350.90,8538624.71,21031.1
PROD00660,Hot Wheels Toys Item 660,Toys,340,139,9165825.40,8505346.77,25015.73
PROD00514,Lg Electronics Item 514,Electronics,349,140,9278353.46,8504714.27,24368.81
PROD00578,Hometown Furniture Item 578,Furniture,336,135,9221046.24,8497907.58,25291.39
PROD00203,Cello Home Item 203,Home,378,158,9250506.72,8483301.99,22442.6
PROD00820,Hamleys Toys Item 820,Toys,359,135,9141109.30,8482898.38,23629.24
PROD00549,Sony Electronics Item 549,Electronics,373,143,9043974.34,8372343.99,22445.96
PROD00145,Scholastic Books Item 145,Books,380,153,8998305.00,8328167.95,21916.23
PROD00620,Pigeon Home Item 620,Home,429,165,8989163.04,8221207.72,19163.65
PROD00327,Yonex Sports Item 327,Sports,344,139,8850903.28,8214101.33,23878.2
PROD00232,Hamleys Toys Item 232,Toys,403,154,8831253.34,8163978.61,20258.01
PROD00499,Lego Toys Item 499,Toys,368,146,8835183.20,8162940.86,22181.9
PROD00813,Ikea Furniture Item 813,Furniture,372,152,8855515.80,8161595.50,21939.77
PROD00485,Wakefit Furniture Item 485,Furniture,384,158,8746287.36,8139285.74,21196.06
PROD00414,Mamaearth Beauty Item 414,Beauty,400,157,8783020.00,8123195.49,20307.99
PROD00888,Nilkamal Furniture Item 888,Furniture,349,149,8852353.59,8119307.65,23264.49
PROD00930,Noise Electronics Item 930,Electronics,421,161,8963039.48,8115702.31,19277.2
PROD00407,L'oreal Beauty Item 407,Beauty,302,132,8830196.12,8109453.24,26852.49
PROD00256,Hometown Furniture Item 256,Furniture,399,158,8712460.26,8034460.56,20136.49
PROD00694,Scholastic Books Item 694,Books,431,157,8731236.79,8034358.46,18641.2
PROD00817,Lakme Beauty Item 817,Beauty,369,145,8695746.99,8008806.59,21704.08
PROD00438,Maybelline Beauty Item 438,Beauty,391,157,8619340.85,7962419.04,20364.24
PROD00495,Mattel Toys Item 495,Toys,404,164,8626733.20,7950901.07,19680.45
PROD00174,Harpercollins Books Item 174,Books,399,155,8661116.94,7938271.80,19895.42
PROD00179,Maybelline Beauty Item 179,Beauty,402,165,8526271.26,7937704.14,19745.53
PROD00290,Philips Electronics Item 290,Electronics,362,147,8452070.12,7825169.28,21616.49
PROD00668,Allen Solly Fashion Item 668,Fashion,357,142,8403076.71,7687520.67,21533.67
PROD00458,Decathlon Sports Item 458,Sports,398,154,8246516.22,7590731.66,19072.19
PROD00878,Nivea Beauty Item 878,Beauty,360,149,8131863.60,7575056.81,21041.82
PROD00616,Philips Electronics Item 616,Electronics,301,126,8206147.95,7547747.58,25075.57
PROD00556,Harpercollins Books Item 556,Books,360,150,8204191.20,7530763.93,20918.79
PROD00493,Lego Toys Item 493,Toys,424,169,8037305.84,7459150.61,17592.34
PROD00144,Yonex Sports Item 144,Sports,324,142,8008784.28,7447675.07,22986.65
PROD00223,Sony Electronics Item 223,Electronics,375,149,7988782.50,7384830.56,19692.88
PROD00833,Oxford Books Item 833,Books,359,151,7896912.23,7320591.54,20391.62
PROD00210,Cello Home Item 210,Home,406,158,7968310.28,7304938.51,17992.46
PROD00120,Funskool Toys Item 120,Toys,410,164,7964135.20,7298838.55,17802.05
PROD00366,Lego Toys Item 366,Toys,396,156,7781542.56,7250000.36,18308.08
PROD00245,Prestige Home Item 245,Home,390,149,7871779.50,7247083.01,18582.26
PROD00099,Puma Fashion Item 99,Fashion,373,148,7834503.19,7239039.00,19407.61
PROD00968,Nike Sports Item 968,Sports,342,139,7807227.30,7199998.39,21052.63
PROD00281,Hot Wheels Toys Item 281,Toys,335,134,7856071.60,7193581.95,21473.38
PROD00732,Levi's Fashion Item 732,Fashion,424,173,7861824.96,7168352.66,16906.49
PROD00532,Harpercollins Books Item 532,Books,322,128,7780457.02,7152221.36,22211.87
PROD00113,Nivia Sports Item 113,Sports,387,154,7828692.66,7127751.43,18417.96
PROD00533,Hot Wheels Toys Item 533,Toys,306,130,7663038.66,7073285.29,23115.31
PROD00839,Oxford Books Item 839,Books,388,155,7685189.72,7047398.08,18163.4
PROD00700,Decathlon Sports Item 700,Sports,400,152,7590280.00,6977364.74,17443.41
PROD00018,Pearson Books Item 18,Books,383,142,7504632.22,6972645.92,18205.34
PROD00591,Harpercollins Books Item 591,Books,459,174,7585617.60,6969182.88,15183.4
PROD00167,Adidas Fashion Item 167,Fashion,336,142,7516793.76,6946322.91,20673.58
PROD00760,Cello Home Item 760,Home,361,147,7555257.09,6928442.81,19192.36
PROD00143,Hot Wheels Toys Item 143,Toys,370,153,7496862.30,6922440.39,18709.3
PROD00947,Sony Electronics Item 947,Electronics,435,167,7521150.00,6893523.00,15847.18
PROD00864,Hometown Furniture Item 864,Furniture,372,146,7372403.88,6875955.69,18483.75
PROD00240,Mattel Toys Item 240,Toys,397,160,7472603.96,6869337.10,17303.12
PROD00594,Harpercollins Books Item 594,Books,398,161,7512345.52,6868699.88,17258.04
PROD00767,Decathlon Sports Item 767,Sports,372,147,7323299.88,6796691.59,18270.68
PROD00876,Roadster Fashion Item 876,Fashion,379,156,7487732.45,6789338.23,17913.82
PROD00173,Levi's Fashion Item 173,Fashion,352,140,7255160.00,6735756.38,19135.67
PROD00390,Mattel Toys Item 390,Toys,393,158,7224574.02,6648262.63,16916.7
PROD00049,Harpercollins Books Item 49,Books,370,152,7034391.90,6491603.05,17544.87
PROD00279,Hot Wheels Toys Item 279,Toys,307,126,6987817.34,6481371.37,21111.96
PROD00520,Puma Fashion Item 520,Fashion,385,149,7049742.70,6454634.61,16765.28
PROD00403,Nilkamal Furniture Item 403,Furniture,352,142,7076006.08,6440773.70,18297.65
PROD00151,Wakefit Furniture Item 151,Furniture,356,138,6975780.84,6435941.64,18078.49
PROD00399,Scholastic Books Item 399,Books,341,139,7052401.73,6431955.77,18862.04
PROD00365,Nilkamal Furniture Item 365,Furniture,302,127,7067041.60,6407139.04,21215.69
PROD00702,Ikea Furniture Item 702,Furniture,426,169,6909204.54,6392635.94,15006.19
PROD00522,Cello Home Item 522,Home,364,147,6848103.08,6340139.44,17417.97
PROD00840,Lakme Beauty Item 840,Beauty,331,128,6797237.26,6330055.51,19124.03
PROD00481,Harpercollins Books Item 481,Books,350,148,6747930.00,6306422.58,18018.35
PROD00150,Wakefit Furniture Item 150,Furniture,371,147,6843577.30,6304945.18,16994.46
PROD00984,Noise Electronics Item 984,Electronics,330,146,6755096.70,6242323.32,18916.13
PROD00766,Cosco Sports Item 766,Sports,319,139,6836817.57,6238863.94,19557.57
PROD00566,Nivea Beauty Item 566,Beauty,352,143,6765725.12,6177568.49,17549.91
PROD00081,Sony Electronics Item 81,Electronics,386,160,6747009.80,6119502.73,15853.63
PROD00640,Hot Wheels Toys Item 640,Toys,392,155,6634615.68,6074396.82,15495.91
PROD00939,Yonex Sports Item 939,Sports,365,149,6577657.70,6066762.82,16621.27
PROD00128,Philips Electronics Item 128,Electronics,372,157,6576509.88,6063824.84,16300.6
PROD00894,Yonex Sports Item 894,Sports,369,144,6536067.48,6012650.69,16294.45
PROD00130,Adidas Fashion Item 130,Fashion,419,173,6445368.06,5993884.67,14305.21
PROD00404,Lakme Beauty Item 404,Beauty,391,157,6520761.74,5971250.05,15271.74
PROD00315,Urban Ladder Furniture Item 315,Furniture,394,157,6458719.86,5951366.10,15104.99
PROD00565,Pigeon Home Item 565,Home,402,155,6373119.06,5916537.28,14717.75
PROD00220,Nivea Beauty Item 220,Beauty,398,164,6467328.86,5897781.29,14818.55
PROD00509,Milton Home Item 509,Home,366,141,6306692.40,5796642.96,15837.82
PROD00010,Funskool Toys Item 10,Toys,372,142,6265748.52,5790764.50,15566.57
PROD00919,Boat Electronics Item 919,Electronics,318,140,6248060.82,5783385.74,18186.75
PROD00262,Yonex Sports Item 262,Sports,417,161,6265487.55,5759139.87,13810.89
PROD00236,Allen Solly Fashion Item 236,Fashion,370,143,6246399.20,5746687.30,15531.59
PROD00213,Wakefit Furniture Item 213,Furniture,399,164,6202231.56,5739007.22,14383.48
PROD00669,Ikea Furniture Item 669,Furniture,410,161,6248797.70,5696312.48,13893.45
PROD00618,Wakefit Furniture Item 618,Furniture,360,150,6136808.40,5688480.43,15801.33
PROD00991,Nivea Beauty Item 991,Beauty,469,180,6157880.89,5637940.57,12021.2
PROD00080,Mamaearth Beauty Item 80,Beauty,423,155,6177517.38,5610879.73,13264.49
PROD00545,Lakme Beauty Item 545,Beauty,442,163,6058657.54,5578214.12,12620.39
PROD00953,Nivia Sports Item 953,Sports,405,157,5979160.80,5553237.90,13711.7
PROD00105,Decathlon Sports Item 105,Sports,368,154,6005450.88,5488949.51,14915.62
PROD00680,Lg Electronics Item 680,Electronics,353,144,5970183.10,5432359.14,15389.12
PROD00420,Allen Solly Fashion Item 420,Fashion,356,146,5856580.92,5418982.48,15221.86
PROD00860,L'oreal Beauty Item 860,Beauty,404,161,5869566.52,5384310.28,13327.5
PROD00657,Prestige Home Item 657,Home,360,144,5861289.60,5376105.08,14933.63
PROD00250,Adidas Fashion Item 250,Fashion,391,150,5819186.53,5368980.88,13731.41
PROD00929,Nivea Beauty Item 929,Beauty,431,175,5789226.48,5347311.07,12406.75
PROD00617,Nilkamal Furniture Item 617,Furniture,481,186,5767363.16,5319523.19,11059.3
PROD00050,Yonex Sports Item 50,Sports,377,139,5718841.18,5310785.99,14086.97
PROD00503,Adidas Fashion Item 503,Fashion,354,141,5688748.14,5254057.04,14841.97
PROD00009,Noise Electronics Item 9,Electronics,365,144,5642655.45,5214431.94,14286.11
PROD00270,Oxford Books Item 270,Books,415,164,5584472.40,5174047.30,12467.58
PROD00956,Pigeon Home Item 956,Home,404,159,5633343.68,5159250.41,12770.42
PROD00204,Prestige Home Item 204,Home,420,159,5584723.20,5131961.75,12218.96
PROD00890,Yonex Sports Item 890,Sports,386,149,5530206.56,5056700.48,13100.26
PROD00983,Cosco Sports Item 983,Sports,358,146,5471002.54,5031641.25,14054.86
PROD00924,Hot Wheels Toys Item 924,Toys,359,146,5354043.43,4969268.10,13841.97
PROD00088,Decathlon Sports Item 88,Sports,346,142,5369570.54,4961420.98,14339.37
PROD00753,Lg Electronics Item 753,Electronics,345,143,5358412.35,4957696.31,14370.13
PROD00713,Nilkamal Furniture Item 713,Furniture,389,159,5370502.88,4941829.04,12703.93
PROD00715,Lego Toys Item 715,Toys,382,147,5318975.64,4937457.56,12925.28
PROD00729,Allen Solly Fashion Item 729,Fashion,369,149,5375466.54,4932609.60,13367.51
PROD00912,Funskool Toys Item 912,Toys,316,132,5317543.72,4912838.26,15546.96
PROD00488,Lakme Beauty Item 488,Beauty,362,141,5362048.98,4904349.21,13547.93
PROD00296,Hamleys Toys Item 296,Toys,407,164,5337988.15,4898620.39,12035.92
PROD00827,Cello Home Item 827,Home,414,163,5327062.20,4897294.24,11829.21
PROD00541,Roadster Fashion Item 541,Fashion,437,174,5222573.89,4851496.21,11101.82
PROD00402,Lg Electronics Item 402,Electronics,332,139,5184017.32,4805365.43,14473.99
PROD00185,Levi's Fashion Item 185,Fashion,434,176,5138069.58,4797702.13,11054.61
PROD00771,Lg Electronics Item 771,Electronics,373,149,5191201.39,4758369.35,12757.02
PROD00808,Prestige Home Item 808,Home,340,149,5112168.60,4734018.36,13923.58
PROD00527,Decathlon Sports Item 527,Sports,339,145,5111974.23,4732723.01,13960.83
PROD00306,Samsung Electronics Item 306,Electronics,357,146,5194778.40,4721864.40,13226.51
PROD00685,Scholastic Books Item 685,Books,357,139,5010762.75,4624077.68,12952.6
PROD00778,Adidas Fashion Item 778,Fashion,356,139,4940867.04,4590426.33,12894.46
PROD00553,Oxford Books Item 553,Books,363,148,4973408.55,4552792.39,12542.13
PROD00506,Nilkamal Furniture Item 506,Furniture,416,163,4914391.04,4533998.28,10899.03
PROD00387,Pigeon Home Item 387,Home,369,152,4880025.00,4518982.50,12246.57
PROD00334,Lakme Beauty Item 334,Beauty,394,160,4724221.54,4409473.39,11191.56
PROD00430,Cello Home Item 430,Home,333,134,4744161.09,4409362.84,13241.33
PROD00631,Scholastic Books Item 631,Books,440,168,4737211.60,4356619.57,9901.41
PROD00639,Bajaj Home Item 639,Home,379,160,4819879.44,4353788.12,11487.57
PROD00055,Levi's Fashion Item 55,Fashion,339,137,4738982.70,4348960.12,12828.79
PROD00672,Samsung Electronics Item 672,Electronics,329,136,4709717.25,4288133.01,13033.84
PROD00925,Hot Wheels Toys Item 925,Toys,376,148,4625285.04,4274083.20,11367.24
PROD00851,Penguin Books Item 851,Books,347,132,4637769.51,4270222.87,12306.12
PROD00231,Cosco Sports Item 231,Sports,299,131,4568642.26,4198872.57,14043.05
PROD00577,Pigeon Home Item 577,Home,343,134,4520860.05,4153128.15,12108.25
PROD00880,Pearson Books Item 880,Books,348,140,4480298.16,4127539.12,11860.74
PROD00500,Hamleys Toys Item 500,Toys,365,154,4496252.50,4126081.40,11304.33
PROD00889,Hamleys Toys Item 889,Toys,371,148,4436377.19,4109926.78,11077.97
PROD00675,Milton Home Item 675,Home,405,144,4462221.15,4109650.65,10147.29
PROD00629,Oxford Books Item 629,Books,415,166,4406876.70,4077157.23,9824.48
PROD00883,Funskool Toys Item 883,Toys,407,158,4371998.07,4033087.74,9909.31
PROD00676,Nivea Beauty Item 676,Beauty,429,169,4317507.48,3985894.74,9291.13
PROD00950,Pigeon Home Item 950,Home,369,147,4244961.24,3949884.71,10704.29
PROD00926,Lakme Beauty Item 926,Beauty,456,179,4277840.88,3911503.92,8577.86
PROD00822,Hometown Furniture Item 822,Furniture,343,143,4228479.99,3901789.75,11375.48
PROD00313,Puma Fashion Item 313,Fashion,305,129,4199642.60,3843017.20,12600.06
PROD00999,Wakefit Furniture Item 999,Furniture,393,156,4146208.95,3828121.78,9740.77
PROD00886,Pigeon Home Item 886,Home,362,144,4131429.98,3822143.20,10558.41
PROD00733,Scholastic Books Item 733,Books,286,125,4063110.48,3749853.23,13111.37
PROD00552,L'oreal Beauty Item 552,Beauty,353,143,4070125.30,3701161.97,10484.88
PROD00352,Lg Electronics Item 352,Electronics,331,139,3983187.80,3693173.22,11157.62
PROD00276,Hometown Furniture Item 276,Furniture,320,135,3982368.00,3624576.98,11326.8
PROD00319,Nilkamal Furniture Item 319,Furniture,369,150,3918008.79,3593631.63,9738.84
PROD00679,Pearson Books Item 679,Books,323,131,3782452.74,3518383.60,10892.83
PROD00121,Cosco Sports Item 121,Sports,394,161,3793810.24,3510718.81,8910.45
PROD00609,Lego Toys Item 609,Toys,416,161,3789260.80,3483660.56,8374.18
PROD00160,Oxford Books Item 160,Books,417,160,3759388.44,3436640.05,8241.34
PROD00086,Oxford Books Item 86,Books,375,151,3680906.25,3413426.93,9102.47
PROD00152,Mamaearth Beauty Item 152,Beauty,419,158,3743978.69,3412024.51,8143.26
PROD00020,Sony Electronics Item 20,Electronics,345,149,3695743.50,3408653.72,9880.16
PROD00572,Lakme Beauty Item 572,Beauty,348,153,3703106.28,3396642.28,9760.47
PROD00225,Cello Home Item 225,Home,366,148,3633051.42,3339727.08,9124.94
PROD00831,Adidas Fashion Item 831,Fashion,351,144,3582748.26,3308172.91,9424.99
PROD00897,Bajaj Home Item 897,Home,391,158,3607510.67,3305808.33,8454.75
PROD00264,Mattel Toys Item 264,Toys,298,128,3521862.34,3256540.75,10927.99
PROD00769,Funskool Toys Item 769,Toys,368,144,3540498.56,3252833.06,8839.22
PROD00019,Mattel Toys Item 19,Toys,379,159,3535092.18,3218426.30,8491.89
PROD00638,Milton Home Item 638,Home,408,161,3489024.24,3200837.62,7845.19
PROD00798,Scholastic Books Item 798,Books,368,154,3482866.08,3193731.35,8678.62
PROD00558,Lakme Beauty Item 558,Beauty,329,143,3416559.72,3161615.80,9609.77
PROD00370,Nilkamal Furniture Item 370,Furniture,352,157,3429391.68,3147830.68,8942.7
PROD00156,Lego Toys Item 156,Toys,361,137,3453762.81,3130869.57,8672.77
PROD00608,Philips Electronics Item 608,Electronics,356,148,3401398.44,3119063.25,8761.41
PROD00523,Prestige Home Item 523,Home,441,177,3394751.85,3117244.15,7068.58
PROD00362,Adidas Fashion Item 362,Fashion,322,131,3362381.96,3111247.41,9662.26
PROD00159,Milton Home Item 159,Home,349,143,3366534.27,3102227.65,8888.9
PROD00498,Cosco Sports Item 498,Sports,389,149,3286703.79,3042102.05,7820.31
PROD00927,Hot Wheels Toys Item 927,Toys,307,123,3290208.03,3024419.24,9851.53
PROD00933,Hometown Furniture Item 933,Furniture,412,162,3196613.24,2940961.70,7138.26
PROD00155,Sony Electronics Item 155,Electronics,348,137,3183183.84,2934840.66,8433.45
PROD00707,L'oreal Beauty Item 707,Beauty,352,149,3190630.08,2931844.57,8329.1
PROD00648,Milton Home Item 648,Home,398,158,3139029.98,2919376.91,7335.12
PROD00674,Adidas Fashion Item 674,Fashion,448,171,3177637.12,2913425.13,6503.18
PROD00060,Nike Sports Item 60,Sports,351,153,3135402.27,2884391.27,8217.64
PROD00975,Urban Ladder Furniture Item 975,Furniture,362,149,3088855.50,2856337.92,7890.44
PROD00047,Nilkamal Furniture Item 47,Furniture,381,151,3110411.61,2849169.82,7478.14
PROD00123,Sony Electronics Item 123,Electronics,345,142,2991857.25,2767251.02,8021.02
PROD00501,Milton Home Item 501,Home,423,157,3038468.22,2761558.13,6528.51
PROD00584,Hometown Furniture Item 584,Furniture,389,149,2955867.07,2729807.83,7017.5
PROD00391,Lego Toys Item 391,Toys,500,190,2916280.00,2692018.08,5384.04
PROD00073,Nike Sports Item 73,Sports,360,149,2841908.40,2660736.54,7390.93
PROD00263,Hot Wheels Toys Item 263,Toys,393,152,2827289.16,2632688.21,6698.95
PROD00735,Roadster Fashion Item 735,Fashion,409,164,2827179.78,2616351.05,6396.95
PROD00923,Hot Wheels Toys Item 923,Toys,344,139,2810510.96,2607892.75,7581.08
PROD00770,Hamleys Toys Item 770,Toys,337,136,2793682.82,2581462.35,7660.13
PROD00041,Hometown Furniture Item 41,Furniture,379,148,2778403.52,2558477.14,6750.6
PROD00322,Hot Wheels Toys Item 322,Toys,389,155,2731425.74,2515509.63,6466.61
PROD00832,Pigeon Home Item 832,Home,320,128,2691772.80,2489469.07,7779.59
PROD00454,Oxford Books Item 454,Books,365,147,2691772.80,2485280.67,6808.99
PROD00988,Nivia Sports Item 988,Sports,402,162,2702388.72,2459711.56,6118.69
PROD00711,Levi's Fashion Item 711,Fashion,393,156,2662189.86,2420018.69,6157.81
PROD00994,Nivea Beauty Item 994,Beauty,394,147,2590459.38,2405708.31,6105.86
PROD00815,Noise Electronics Item 815,Electronics,352,139,2594289.28,2381660.78,6766.08
PROD00821,Nivia Sports Item 821,Sports,335,133,2580273.85,2353055.67,7024.05
PROD00282,L'oreal Beauty Item 282,Beauty,421,160,2507960.15,2327756.27,5529.11
PROD00652,Roadster Fashion Item 652,Fashion,351,140,2530369.53,2298599.29,6548.72
PROD00623,Nike Sports Item 623,Sports,438,163,2500016.40,2293394.04,5236.06
PROD00633,Decathlon Sports Item 633,Sports,319,136,2483622.35,2290148.81,7179.15
PROD00848,Nivia Sports Item 848,Sports,379,152,2402719.77,2235036.64,5897.19
PROD00001,Lg Electronics Item 1,Electronics,356,141,2393505.48,2210967.01,6210.58
PROD00014,Roadster Fashion Item 14,Fashion,321,129,2360983.89,2194391.13,6836.11
PROD00487,Hamleys Toys Item 487,Toys,312,127,2327657.28,2162408.50,6930.8
PROD00161,Puma Fashion Item 161,Fashion,409,161,2300244.63,2137146.70,5225.3
PROD00226,Puma Fashion Item 226,Fashion,409,155,2304461.42,2119371.95,5181.84
PROD00006,Lego Toys Item 6,Toys,361,149,2325190.17,2109417.64,5843.26
PROD00093,Hot Wheels Toys Item 93,Toys,373,153,2228902.53,2059494.12,5521.43
PROD00195,Lg Electronics Item 195,Electronics,431,173,2214421.97,2044872.35,4744.48
PROD00946,Bajaj Home Item 946,Home,409,156,2122840.88,1943515.35,4751.87
PROD00966,Yonex Sports Item 966,Sports,344,145,2035719.76,1918547.40,5577.17
PROD00307,Nilkamal Furniture Item 307,Furniture,325,140,2076509.50,1917416.84,5899.74
PROD00763,Hometown Furniture Item 763,Furniture,383,142,2061409.41,1899134.04,4958.57
PROD00932,Ikea Furniture Item 932,Furniture,413,168,2017277.85,1849496.85,4478.2
PROD00063,Milton Home Item 63,Home,378,160,1961695.26,1807043.15,4780.54
PROD00131,Nivea Beauty Item 131,Beauty,356,149,1939256.60,1776108.33,4989.07
PROD00931,Philips Electronics Item 931,Electronics,444,171,1902029.40,1729175.89,3894.54
PROD00982,Noise Electronics Item 982,Electronics,384,149,1850676.48,1717177.15,4471.82
PROD00405,Maybelline Beauty Item 405,Beauty,386,154,1880904.66,1713036.49,4437.92
PROD00118,Scholastic Books Item 118,Books,399,157,1790712.00,1642832.40,4117.37
PROD00016,Hamleys Toys Item 16,Toys,416,163,1775662.72,1639073.32,3940.08
PROD00032,Bajaj Home Item 32,Home,358,151,1718815.28,1602147.10,4475.27
PROD00084,Samsung Electronics Item 84,Electronics,391,157,1698281.13,1531059.16,3915.75
PROD00969,Urban Ladder Furniture Item 969,Furniture,403,160,1656321.94,1524186.01,3782.1
PROD00208,Scholastic Books Item 208,Books,356,141,1656880.96,1511671.12,4246.27
PROD00734,Boat Electronics Item 734,Electronics,362,141,1625723.90,1497282.59,4136.14
PROD00756,Nivea Beauty Item 756,Beauty,411,158,1418887.08,1305307.09,3175.93
PROD00085,Nilkamal Furniture Item 85,Furniture,421,159,1420702.39,1294998.76,3076.01
PROD00341,Milton Home Item 341,Home,445,182,1382018.70,1273009.91,2860.7
PROD00379,Hamleys Toys Item 379,Toys,353,148,1318779.76,1213800.41,3438.53
PROD00101,Cello Home Item 101,Home,382,150,1309007.04,1206890.83,3159.4
PROD00941,Scholastic Books Item 941,Books,382,145,1251191.34,1153912.78,3020.71
PROD00293,Hamleys Toys Item 293,Toys,357,144,1210019.37,1096135.32,3070.41
PROD00170,Hometown Furniture Item 170,Furniture,363,147,1176443.07,1087966.76,2997.15
PROD00784,Mamaearth Beauty Item 784,Beauty,391,164,1164558.31,1074759.37,2748.75
PROD00045,Nike Sports Item 45,Sports,393,157,1140733.59,1045237.10,2659.64
PROD00196,Harpercollins Books Item 196,Books,381,163,1145693.67,1043453.36,2738.72
PROD00224,Harpercollins Books Item 224,Books,400,158,1051988.00,974666.81,2436.67
PROD00582,Lg Electronics Item 582,Electronics,386,149,1028029.94,937078.59,2427.66
