payment_date,payment_method,payment_status,payment_count,payment_amount,refund_amount,net_payment_amount
2025-04-05,Debit Card,REFUNDED,3,1301597.44,1301597.44,0.00
2025-04-05,Debit Card,SUCCESS,6,2271132.10,0.00,2271132.10
2025-04-05,Net Banking,PENDING,1,534144.16,0.00,534144.16
2025-04-05,Net Banking,REFUNDED,2,302385.40,302385.40,0.00
2025-04-05,Net Banking,SUCCESS,9,2384271.77,0.00,2384271.77
2025-04-05,Upi,REFUNDED,1,648332.52,648332.52,0.00
2025-04-05,Upi,SUCCESS,5,1523961.04,0.00,1523961.04
2025-04-05,Wallet,FAILED,1,168074.16,0.00,168074.16
2025-04-05,Wallet,SUCCESS,1,243040.26,0.00,243040.26
2025-04-06,Credit Card,FAILED,1,440237.37,0.00,440237.37
2025-04-06,Credit Card,REFUNDED,1,216658.04,216658.04,0.00
2025-04-06,Credit Card,SUCCESS,10,2688944.63,0.00,2688944.63
2025-04-06,Debit Card,FAILED,3,626709.29,0.00,626709.29
2025-04-06,Debit Card,REFUNDED,1,456800.92,456800.92,0.00
2025-04-06,Debit Card,SUCCESS,7,2903753.17,0.00,2903753.17
2025-04-06,Net Banking,FAILED,1,388218.70,0.00,388218.70
2025-04-06,Net Banking,REFUNDED,2,570924.81,570924.81,0.00
2025-04-06,Net Banking,SUCCESS,10,3455058.73,0.00,3455058.73
2025-04-06,Upi,FAILED,2,438175.09,0.00,438175.09
2025-04-06,Upi,PENDING,1,329905.45,0.00,329905.45
2025-04-06,Upi,REFUNDED,2,786351.88,786351.88,0.00
2025-04-06,Upi,SUCCESS,5,1556314.87,0.00,1556314.87
2025-04-06,Wallet,FAILED,1,189546.73,0.00,189546.73
2025-04-06,Wallet,PENDING,2,842273.56,0.00,842273.56
2025-04-06,Wallet,REFUNDED,3,636408.18,636408.18,0.00
2025-04-06,Wallet,SUCCESS,10,3463258.93,0.00,3463258.93
2025-04-07,Credit Card,FAILED,2,200102.24,0.00,200102.24
2025-04-07,Credit Card,REFUNDED,3,371277.53,371277.53,0.00
2025-04-07,Credit Card,SUCCESS,7,1729628.91,0.00,1729628.91
2025-04-07,Debit Card,FAILED,1,483112.19,0.00,483112.19
2025-04-07,Debit Card,SUCCESS,7,2134582.07,0.00,2134582.07
2025-04-07,Net Banking,FAILED,1,493005.08,0.00,493005.08
2025-04-07,Net Banking,REFUNDED,2,194335.28,194335.28,0.00
2025-04-07,Net Banking,SUCCESS,9,2108792.33,0.00,2108792.33
2025-04-07,Upi,SUCCESS,6,2397088.53,0.00,2397088.53
2025-04-07,Wallet,FAILED,2,442034.41,0.00,442034.41
2025-04-07,Wallet,REFUNDED,3,436637.86,436637.86,0.00
2025-04-07,Wallet,SUCCESS,8,1919170.06,0.00,1919170.06
2025-04-08,Credit Card,SUCCESS,6,1126415.45,0.00,1126415.45
2025-04-08,Debit Card,FAILED,1,321783.73,0.00,321783.73
2025-04-08,Debit Card,PENDING,1,286336.65,0.00,286336.65
2025-04-08,Debit Card,REFUNDED,5,1346479.50,1346479.50,0.00
2025-04-08,Debit Card,SUCCESS,8,1949886.52,0.00,1949886.52
2025-04-08,Net Banking,FAILED,2,479146.81,0.00,479146.81
2025-04-08,Net Banking,REFUNDED,1,590033.70,590033.70,0.00
2025-04-08,Net Banking,SUCCESS,5,1222927.59,0.00,1222927.59
2025-04-08,Upi,PENDING,2,305202.58,0.00,305202.58
2025-04-08,Upi,REFUNDED,1,288081.31,288081.31,0.00
2025-04-08,Upi,SUCCESS,9,2994471.34,0.00,2994471.34
2025-04-08,Wallet,FAILED,1,181783.26,0.00,181783.26
2025-04-08,Wallet,PENDING,1,213657.14,0.00,213657.14
2025-04-08,Wallet,REFUNDED,4,1216342.49,1216342.49,0.00
2025-04-08,Wallet,SUCCESS,9,2492123.26,0.00,2492123.26
2025-04-09,Credit Card,REFUNDED,2,593140.47,593140.47,0.00
2025-04-09,Credit Card,SUCCESS,3,976918.18,0.00,976918.18
2025-04-09,Debit Card,FAILED,1,80009.61,0.00,80009.61
2025-04-09,Debit Card,PENDING,1,194172.16,0.00,194172.16
2025-04-09,Debit Card,SUCCESS,9,2121149.20,0.00,2121149.20
2025-04-09,Net Banking,PENDING,2,122222.74,0.00,122222.74
2025-04-09,Net Banking,SUCCESS,8,1879552.88,0.00,1879552.88
2025-04-09,Upi,FAILED,1,374448.18,0.00,374448.18
2025-04-09,Upi,REFUNDED,3,1074888.23,1074888.23,0.00
2025-04-09,Upi,SUCCESS,9,1843267.12,0.00,1843267.12
2025-04-09,Wallet,FAILED,1,11133.94,0.00,11133.94
2025-04-09,Wallet,PENDING,1,357927.96,0.00,357927.96
2025-04-09,Wallet,REFUNDED,4,964295.65,964295.65,0.00
2025-04-09,Wallet,SUCCESS,7,3114992.04,0.00,3114992.04
2025-04-10,Credit Card,FAILED,2,738848.56,0.00,738848.56
2025-04-10,Credit Card,REFUNDED,2,462848.97,462848.97,0.00
2025-04-10,Credit Card,SUCCESS,11,2974417.56,0.00,2974417.56
2025-04-10,Debit Card,REFUNDED,1,485089.68,485089.68,0.00
2025-04-10,Debit Card,SUCCESS,12,4281871.14,0.00,4281871.14
2025-04-10,Net Banking,FAILED,1,198655.74,0.00,198655.74
2025-04-10,Net Banking,SUCCESS,7,1755003.65,0.00,1755003.65
2025-04-10,Upi,SUCCESS,6,1994187.20,0.00,1994187.20
2025-04-10,Wallet,SUCCESS,3,765085.21,0.00,765085.21
2025-04-11,Credit Card,FAILED,1,332383.80,0.00,332383.80
2025-04-11,Credit Card,PENDING,1,173299.93,0.00,173299.93
2025-04-11,Credit Card,REFUNDED,3,513856.54,513856.54,0.00
2025-04-11,Credit Card,SUCCESS,4,891469.01,0.00,891469.01
2025-04-11,Debit Card,FAILED,1,114956.78,0.00,114956.78
2025-04-11,Debit Card,REFUNDED,1,180594.84,180594.84,0.00
2025-04-11,Debit Card,SUCCESS,8,1687966.70,0.00,1687966.70
2025-04-11,Net Banking,FAILED,2,571508.18,0.00,571508.18
2025-04-11,Net Banking,REFUNDED,3,851008.07,851008.07,0.00
2025-04-11,Net Banking,SUCCESS,6,778478.41,0.00,778478.41
2025-04-11,Upi,FAILED,1,707855.89,0.00,707855.89
2025-04-11,Upi,REFUNDED,4,1844345.59,1844345.59,0.00
2025-04-11,Upi,SUCCESS,7,1653668.61,0.00,1653668.61
2025-04-11,Wallet,FAILED,2,1062909.75,0.00,1062909.75
2025-04-11,Wallet,PENDING,1,289045.81,0.00,289045.81
2025-04-11,Wallet,SUCCESS,7,1717375.97,0.00,1717375.97
2025-04-12,Credit Card,FAILED,1,421845.73,0.00,421845.73
2025-04-12,Credit Card,SUCCESS,8,1671428.17,0.00,1671428.17
2025-04-12,Debit Card,FAILED,1,341618.83,0.00,341618.83
2025-04-12,Debit Card,REFUNDED,2,695879.78,695879.78,0.00
2025-04-12,Debit Card,SUCCESS,9,2706695.15,0.00,2706695.15
2025-04-12,Net Banking,FAILED,1,27392.13,0.00,27392.13
2025-04-12,Net Banking,REFUNDED,2,831037.99,831037.99,0.00
2025-04-12,Net Banking,SUCCESS,6,1794539.06,0.00,1794539.06
2025-04-12,Upi,FAILED,4,1259246.17,0.00,1259246.17
2025-04-12,Upi,PENDING,1,129099.21,0.00,129099.21
2025-04-12,Upi,REFUNDED,1,86701.08,86701.08,0.00
2025-04-12,Upi,SUCCESS,12,3614603.40,0.00,3614603.40
2025-04-12,Wallet,REFUNDED,3,488642.71,488642.71,0.00
2025-04-12,Wallet,SUCCESS,13,4369173.91,0.00,4369173.91
2025-04-13,Credit Card,FAILED,1,156363.02,0.00,156363.02
2025-04-13,Credit Card,REFUNDED,3,1306130.03,1306130.03,0.00
2025-04-13,Credit Card,SUCCESS,6,2320997.62,0.00,2320997.62
2025-04-13,Debit Card,PENDING,1,332026.10,0.00,332026.10
2025-04-13,Debit Card,REFUNDED,2,384038.52,384038.52,0.00
2025-04-13,Debit Card,SUCCESS,11,3185720.28,0.00,3185720.28
2025-04-13,Net Banking,PENDING,1,255301.92,0.00,255301.92
2025-04-13,Net Banking,REFUNDED,1,435318.44,435318.44,0.00
2025-04-13,Net Banking,SUCCESS,5,1080667.51,0.00,1080667.51
2025-04-13,Upi,FAILED,1,240697.77,0.00,240697.77
2025-04-13,Upi,REFUNDED,1,149774.29,149774.29,0.00
2025-04-13,Upi,SUCCESS,6,1801145.17,0.00,1801145.17
2025-04-13,Wallet,FAILED,1,98802.67,0.00,98802.67
2025-04-13,Wallet,SUCCESS,4,1140921.42,0.00,1140921.42
2025-04-14,Credit Card,FAILED,1,197718.73,0.00,197718.73
2025-04-14,Credit Card,REFUNDED,2,603029.20,603029.20,0.00
2025-04-14,Credit Card,SUCCESS,10,3358056.24,0.00,3358056.24
2025-04-14,Debit Card,FAILED,1,323066.40,0.00,323066.40
2025-04-14,Debit Card,PENDING,1,241480.93,0.00,241480.93
2025-04-14,Debit Card,SUCCESS,6,1794482.06,0.00,1794482.06
2025-04-14,Net Banking,PENDING,1,301683.87,0.00,301683.87
2025-04-14,Net Banking,REFUNDED,2,450644.19,450644.19,0.00
2025-04-14,Net Banking,SUCCESS,8,1901991.87,0.00,1901991.87
2025-04-14,Upi,REFUNDED,2,594784.27,594784.27,0.00
2025-04-14,Upi,SUCCESS,9,2686211.46,0.00,2686211.46
2025-04-14,Wallet,FAILED,1,703450.09,0.00,703450.09
2025-04-14,Wallet,REFUNDED,2,155004.46,155004.46,0.00
2025-04-14,Wallet,SUCCESS,9,2474584.53,0.00,2474584.53
2025-04-15,Credit Card,FAILED,1,98471.52,0.00,98471.52
2025-04-15,Credit Card,PENDING,1,221578.32,0.00,221578.32
2025-04-15,Credit Card,SUCCESS,5,772598.13,0.00,772598.13
2025-04-15,Debit Card,REFUNDED,1,232754.58,232754.58,0.00
2025-04-15,Debit Card,SUCCESS,6,1360839.78,0.00,1360839.78
2025-04-15,Net Banking,FAILED,2,465360.05,0.00,465360.05
2025-04-15,Net Banking,REFUNDED,2,851185.46,851185.46,0.00
2025-04-15,Net Banking,SUCCESS,7,1396576.29,0.00,1396576.29
2025-04-15,Upi,FAILED,4,810299.41,0.00,810299.41
2025-04-15,Upi,REFUNDED,3,917640.95,917640.95,0.00
2025-04-15,Upi,SUCCESS,13,2413508.50,0.00,2413508.50
2025-04-15,Wallet,FAILED,2,1064531.88,0.00,1064531.88
2025-04-15,Wallet,REFUNDED,1,172686.65,172686.65,0.00
2025-04-15,Wallet,SUCCESS,5,1494122.93,0.00,1494122.93
2025-04-16,Credit Card,FAILED,3,1031867.79,0.00,1031867.79
2025-04-16,Credit Card,REFUNDED,3,1127849.78,1127849.78,0.00
2025-04-16,Credit Card,SUCCESS,8,2145917.71,0.00,2145917.71
2025-04-16,Debit Card,REFUNDED,5,1468144.65,1468144.65,0.00
2025-04-16,Debit Card,SUCCESS,8,1690422.55,0.00,1690422.55
2025-04-16,Net Banking,FAILED,2,250770.48,0.00,250770.48
2025-04-16,Net Banking,PENDING,1,278162.56,0.00,278162.56
2025-04-16,Net Banking,REFUNDED,1,211741.25,211741.25,0.00
2025-04-16,Net Banking,SUCCESS,6,1983911.42,0.00,1983911.42
2025-04-16,Upi,FAILED,2,817465.01,0.00,817465.01
2025-04-16,Upi,REFUNDED,2,788433.32,788433.32,0.00
2025-04-16,Upi,SUCCESS,6,2510263.15,0.00,2510263.15
2025-04-16,Wallet,FAILED,1,264581.20,0.00,264581.20
2025-04-16,Wallet,PENDING,1,358812.94,0.00,358812.94
2025-04-16,Wallet,REFUNDED,2,989037.44,989037.44,0.00
2025-04-16,Wallet,SUCCESS,3,307272.07,0.00,307272.07
2025-04-17,Credit Card,REFUNDED,2,525077.77,525077.77,0.00
2025-04-17,Credit Card,SUCCESS,3,851358.54,0.00,851358.54
2025-04-17,Debit Card,FAILED,2,977950.74,0.00,977950.74
2025-04-17,Debit Card,REFUNDED,2,268133.61,268133.61,0.00
2025-04-17,Debit Card,SUCCESS,7,2823249.37,0.00,2823249.37
2025-04-17,Net Banking,FAILED,1,516913.30,0.00,516913.30
2025-04-17,Net Banking,REFUNDED,1,49077.53,49077.53,0.00
2025-04-17,Net Banking,SUCCESS,4,574161.03,0.00,574161.03
2025-04-17,Upi,FAILED,1,279860.16,0.00,279860.16
2025-04-17,Upi,REFUNDED,1,510656.17,510656.17,0.00
2025-04-17,Upi,SUCCESS,4,829686.60,0.00,829686.60
2025-04-17,Wallet,FAILED,1,1183.76,0.00,1183.76
2025-04-17,Wallet,REFUNDED,1,400158.58,400158.58,0.00
2025-04-17,Wallet,SUCCESS,7,1821296.41,0.00,1821296.41
2025-04-18,Credit Card,SUCCESS,5,884233.43,0.00,884233.43
2025-04-18,Debit Card,FAILED,2,166500.53,0.00,166500.53
2025-04-18,Debit Card,REFUNDED,2,296607.44,296607.44,0.00
2025-04-18,Debit Card,SUCCESS,5,1809468.60,0.00,1809468.60
2025-04-18,Net Banking,FAILED,1,301550.01,0.00,301550.01
2025-04-18,Net Banking,PENDING,1,275715.27,0.00,275715.27
2025-04-18,Net Banking,REFUNDED,5,1785298.45,1785298.45,0.00
2025-04-18,Net Banking,SUCCESS,5,2037459.37,0.00,2037459.37
2025-04-18,Upi,PENDING,1,121112.54,0.00,121112.54
2025-04-18,Upi,SUCCESS,11,2654203.38,0.00,2654203.38
2025-04-18,Wallet,FAILED,1,639997.64,0.00,639997.64
2025-04-18,Wallet,REFUNDED,2,207116.09,207116.09,0.00
2025-04-18,Wallet,SUCCESS,9,2010161.96,0.00,2010161.96
2025-04-19,Credit Card,FAILED,1,460890.72,0.00,460890.72
2025-04-19,Credit Card,PENDING,1,549083.62,0.00,549083.62
2025-04-19,Credit Card,SUCCESS,9,1523221.19,0.00,1523221.19
2025-04-19,Debit Card,PENDING,1,122566.09,0.00,122566.09
2025-04-19,Debit Card,SUCCESS,6,1077211.45,0.00,1077211.45
2025-04-19,Net Banking,FAILED,4,989949.73,0.00,989949.73
2025-04-19,Net Banking,REFUNDED,1,195713.43,195713.43,0.00
2025-04-19,Net Banking,SUCCESS,7,1174926.19,0.00,1174926.19
2025-04-19,Upi,FAILED,2,511526.15,0.00,511526.15
2025-04-19,Upi,PENDING,1,169935.43,0.00,169935.43
2025-04-19,Upi,SUCCESS,6,1644976.65,0.00,1644976.65
2025-04-19,Wallet,REFUNDED,4,861435.26,861435.26,0.00
2025-04-19,Wallet,SUCCESS,9,2205352.59,0.00,2205352.59
2025-04-20,Credit Card,FAILED,2,501584.41,0.00,501584.41
2025-04-20,Credit Card,PENDING,1,315666.59,0.00,315666.59
2025-04-20,Credit Card,REFUNDED,2,577023.37,577023.37,0.00
2025-04-20,Credit Card,SUCCESS,7,2044459.20,0.00,2044459.20
2025-04-20,Debit Card,FAILED,2,988580.49,0.00,988580.49
2025-04-20,Debit Card,REFUNDED,2,396876.38,396876.38,0.00
2025-04-20,Debit Card,SUCCESS,11,4743122.70,0.00,4743122.70
2025-04-20,Net Banking,FAILED,1,4884.45,0.00,4884.45
2025-04-20,Net Banking,REFUNDED,3,784388.05,784388.05,0.00
2025-04-20,Net Banking,SUCCESS,8,2850024.37,0.00,2850024.37
2025-04-20,Upi,FAILED,1,211569.34,0.00,211569.34
2025-04-20,Upi,PENDING,1,107311.92,0.00,107311.92
2025-04-20,Upi,REFUNDED,1,161425.45,161425.45,0.00
2025-04-20,Upi,SUCCESS,8,1553754.04,0.00,1553754.04
2025-04-20,Wallet,FAILED,1,9579.65,0.00,9579.65
2025-04-20,Wallet,REFUNDED,1,459821.68,459821.68,0.00
2025-04-20,Wallet,SUCCESS,9,2695225.54,0.00,2695225.54
2025-04-21,Credit Card,SUCCESS,7,2380419.59,0.00,2380419.59
2025-04-21,Debit Card,FAILED,2,499630.58,0.00,499630.58
2025-04-21,Debit Card,REFUNDED,2,702557.41,702557.41,0.00
2025-04-21,Debit Card,SUCCESS,6,2013044.31,0.00,2013044.31
2025-04-21,Net Banking,FAILED,1,136450.41,0.00,136450.41
2025-04-21,Net Banking,SUCCESS,7,1895321.90,0.00,1895321.90
2025-04-21,Upi,FAILED,2,533039.23,0.00,533039.23
2025-04-21,Upi,REFUNDED,3,1059704.35,1059704.35,0.00
2025-04-21,Upi,SUCCESS,12,2698580.67,0.00,2698580.67
2025-04-21,Wallet,REFUNDED,3,830803.32,830803.32,0.00
2025-04-21,Wallet,SUCCESS,5,775658.13,0.00,775658.13
2025-04-22,Credit Card,FAILED,2,321667.30,0.00,321667.30
2025-04-22,Credit Card,REFUNDED,2,260766.56,260766.56,0.00
2025-04-22,Credit Card,SUCCESS,8,2624069.50,0.00,2624069.50
2025-04-22,Debit Card,PENDING,1,153069.53,0.00,153069.53
2025-04-22,Debit Card,REFUNDED,2,365772.13,365772.13,0.00
2025-04-22,Debit Card,SUCCESS,5,1349579.38,0.00,1349579.38
2025-04-22,Net Banking,FAILED,1,6037.77,0.00,6037.77
2025-04-22,Net Banking,SUCCESS,5,1259873.14,0.00,1259873.14
2025-04-22,Upi,FAILED,2,557786.76,0.00,557786.76
2025-04-22,Upi,REFUNDED,2,276469.88,276469.88,0.00
2025-04-22,Upi,SUCCESS,5,1132424.80,0.00,1132424.80
2025-04-22,Wallet,PENDING,1,34460.39,0.00,34460.39
2025-04-22,Wallet,REFUNDED,3,981671.67,981671.67,0.00
2025-04-22,Wallet,SUCCESS,7,1463896.51,0.00,1463896.51
2025-04-23,Credit Card,FAILED,1,322610.42,0.00,322610.42
2025-04-23,Credit Card,REFUNDED,1,478183.81,478183.81,0.00
2025-04-23,Credit Card,SUCCESS,10,3109641.64,0.00,3109641.64
2025-04-23,Debit Card,REFUNDED,1,570442.39,570442.39,0.00
2025-04-23,Debit Card,SUCCESS,8,1952726.38,0.00,1952726.38
2025-04-23,Net Banking,REFUNDED,1,32437.76,32437.76,0.00
2025-04-23,Net Banking,SUCCESS,7,1395098.57,0.00,1395098.57
2025-04-23,Upi,PENDING,1,206245.85,0.00,206245.85
2025-04-23,Upi,REFUNDED,1,330850.35,330850.35,0.00
2025-04-23,Upi,SUCCESS,4,1336439.63,0.00,1336439.63
2025-04-23,Wallet,FAILED,4,1365777.90,0.00,1365777.90
2025-04-23,Wallet,REFUNDED,3,791760.86,791760.86,0.00
2025-04-23,Wallet,SUCCESS,8,2053421.21,0.00,2053421.21
2025-04-24,Credit Card,FAILED,2,245688.07,0.00,245688.07
2025-04-24,Credit Card,REFUNDED,1,62199.66,62199.66,0.00
2025-04-24,Credit Card,SUCCESS,11,3364048.13,0.00,3364048.13
2025-04-24,Debit Card,FAILED,1,2171.25,0.00,2171.25
2025-04-24,Debit Card,PENDING,1,27234.80,0.00,27234.80
2025-04-24,Debit Card,SUCCESS,10,2161973.81,0.00,2161973.81
2025-04-24,Net Banking,FAILED,1,338553.45,0.00,338553.45
2025-04-24,Net Banking,PENDING,1,51665.07,0.00,51665.07
2025-04-24,Net Banking,REFUNDED,1,256198.92,256198.92,0.00
2025-04-24,Net Banking,SUCCESS,7,1732115.97,0.00,1732115.97
2025-04-24,Upi,FAILED,2,350014.87,0.00,350014.87
2025-04-24,Upi,REFUNDED,2,642004.85,642004.85,0.00
2025-04-24,Upi,SUCCESS,4,798932.55,0.00,798932.55
2025-04-24,Wallet,FAILED,2,857052.73,0.00,857052.73
2025-04-24,Wallet,REFUNDED,1,58221.88,58221.88,0.00
2025-04-24,Wallet,SUCCESS,5,1428851.27,0.00,1428851.27
2025-04-25,Credit Card,FAILED,2,154051.10,0.00,154051.10
2025-04-25,Credit Card,PENDING,2,733172.88,0.00,733172.88
2025-04-25,Credit Card,REFUNDED,1,476016.12,476016.12,0.00
2025-04-25,Credit Card,SUCCESS,6,1740353.94,0.00,1740353.94
2025-04-25,Debit Card,PENDING,1,111611.22,0.00,111611.22
2025-04-25,Debit Card,SUCCESS,6,1541459.65,0.00,1541459.65
2025-04-25,Net Banking,FAILED,1,265625.71,0.00,265625.71
2025-04-25,Net Banking,REFUNDED,1,254251.44,254251.44,0.00
2025-04-25,Net Banking,SUCCESS,7,2369567.27,0.00,2369567.27
2025-04-25,Upi,FAILED,1,285705.71,0.00,285705.71
2025-04-25,Upi,PENDING,1,9768.90,0.00,9768.90
2025-04-25,Upi,REFUNDED,1,87107.64,87107.64,0.00
2025-04-25,Upi,SUCCESS,8,1314012.87,0.00,1314012.87
2025-04-25,Wallet,FAILED,3,1625480.00,0.00,1625480.00
2025-04-25,Wallet,PENDING,1,316837.60,0.00,316837.60
2025-04-25,Wallet,REFUNDED,1,67399.28,67399.28,0.00
2025-04-25,Wallet,SUCCESS,5,926735.06,0.00,926735.06
2025-04-26,Credit Card,FAILED,1,209273.60,0.00,209273.60
2025-04-26,Credit Card,PENDING,1,435794.41,0.00,435794.41
2025-04-26,Credit Card,REFUNDED,4,1319003.11,1319003.11,0.00
2025-04-26,Credit Card,SUCCESS,9,2272152.61,0.00,2272152.61
2025-04-26,Debit Card,FAILED,2,137817.81,0.00,137817.81
2025-04-26,Debit Card,SUCCESS,5,1242918.34,0.00,1242918.34
2025-04-26,Net Banking,FAILED,2,261284.47,0.00,261284.47
2025-04-26,Net Banking,REFUNDED,6,1327175.33,1327175.33,0.00
2025-04-26,Net Banking,SUCCESS,7,1501494.61,0.00,1501494.61
2025-04-26,Upi,FAILED,1,231072.62,0.00,231072.62
2025-04-26,Upi,SUCCESS,7,2936116.36,0.00,2936116.36
2025-04-26,Wallet,FAILED,1,538529.15,0.00,538529.15
2025-04-26,Wallet,REFUNDED,2,657921.86,657921.86,0.00
2025-04-26,Wallet,SUCCESS,7,2176350.28,0.00,2176350.28
2025-04-27,Credit Card,FAILED,1,421073.47,0.00,421073.47
2025-04-27,Credit Card,REFUNDED,3,466329.19,466329.19,0.00
2025-04-27,Credit Card,SUCCESS,9,2525014.26,0.00,2525014.26
2025-04-27,Debit Card,PENDING,1,57903.90,0.00,57903.90
2025-04-27,Debit Card,REFUNDED,2,473127.79,473127.79,0.00
2025-04-27,Debit Card,SUCCESS,7,1647771.71,0.00,1647771.71
2025-04-27,Net Banking,FAILED,1,199328.81,0.00,199328.81
2025-04-27,Net Banking,SUCCESS,5,1751724.47,0.00,1751724.47
2025-04-27,Upi,REFUNDED,2,814273.11,814273.11,0.00
2025-04-27,Upi,SUCCESS,12,3990693.79,0.00,3990693.79
2025-04-27,Wallet,FAILED,1,249238.08,0.00,249238.08
2025-04-27,Wallet,PENDING,1,473947.06,0.00,473947.06
2025-04-27,Wallet,REFUNDED,2,621911.04,621911.04,0.00
2025-04-27,Wallet,SUCCESS,6,1489731.59,0.00,1489731.59
2025-04-28,Credit Card,FAILED,1,345394.93,0.00,345394.93
2025-04-28,Credit Card,SUCCESS,5,1610626.04,0.00,1610626.04
2025-04-28,Debit Card,REFUNDED,2,320787.90,320787.90,0.00
2025-04-28,Debit Card,SUCCESS,8,2257763.14,0.00,2257763.14
2025-04-28,Net Banking,FAILED,1,409115.87,0.00,409115.87
2025-04-28,Net Banking,REFUNDED,3,1072826.36,1072826.36,0.00
2025-04-28,Net Banking,SUCCESS,10,2454659.35,0.00,2454659.35
2025-04-28,Upi,FAILED,1,303882.88,0.00,303882.88
2025-04-28,Upi,PENDING,1,164895.64,0.00,164895.64
2025-04-28,Upi,REFUNDED,2,512800.79,512800.79,0.00
2025-04-28,Upi,SUCCESS,6,1735176.65,0.00,1735176.65
2025-04-28,Wallet,FAILED,1,453545.53,0.00,453545.53
2025-04-28,Wallet,REFUNDED,1,237690.07,237690.07,0.00
2025-04-28,Wallet,SUCCESS,9,3094532.37,0.00,3094532.37
2025-04-29,Credit Card,FAILED,1,129810.23,0.00,129810.23
2025-04-29,Credit Card,REFUNDED,3,741419.27,741419.27,0.00
2025-04-29,Credit Card,SUCCESS,8,1179393.70,0.00,1179393.70
2025-04-29,Debit Card,REFUNDED,2,475273.36,475273.36,0.00
2025-04-29,Debit Card,SUCCESS,9,2399945.76,0.00,2399945.76
2025-04-29,Net Banking,SUCCESS,9,2520584.05,0.00,2520584.05
2025-04-29,Upi,PENDING,1,287595.39,0.00,287595.39
2025-04-29,Upi,REFUNDED,2,668394.59,668394.59,0.00
2025-04-29,Upi,SUCCESS,7,1565286.97,0.00,1565286.97
2025-04-29,Wallet,FAILED,1,914918.94,0.00,914918.94
2025-04-29,Wallet,REFUNDED,3,630536.55,630536.55,0.00
2025-04-29,Wallet,SUCCESS,7,2223360.15,0.00,2223360.15
2025-04-30,Credit Card,FAILED,1,532916.04,0.00,532916.04
2025-04-30,Credit Card,REFUNDED,3,1015761.04,1015761.04,0.00
2025-04-30,Credit Card,SUCCESS,12,4015997.81,0.00,4015997.81
2025-04-30,Debit Card,FAILED,1,119616.61,0.00,119616.61
2025-04-30,Debit Card,REFUNDED,1,388135.99,388135.99,0.00
2025-04-30,Debit Card,SUCCESS,9,2283020.84,0.00,2283020.84
2025-04-30,Net Banking,FAILED,1,278286.05,0.00,278286.05
2025-04-30,Net Banking,REFUNDED,3,849762.07,849762.07,0.00
2025-04-30,Net Banking,SUCCESS,5,714450.95,0.00,714450.95
2025-04-30,Upi,FAILED,1,390011.87,0.00,390011.87
2025-04-30,Upi,REFUNDED,1,307608.20,307608.20,0.00
2025-04-30,Upi,SUCCESS,9,2374604.81,0.00,2374604.81
2025-04-30,Wallet,FAILED,2,306893.23,0.00,306893.23
2025-04-30,Wallet,REFUNDED,1,197049.11,197049.11,0.00
2025-04-30,Wallet,SUCCESS,9,1341413.20,0.00,1341413.20
2025-05-01,Credit Card,FAILED,4,1142856.16,0.00,1142856.16
2025-05-01,Credit Card,PENDING,1,164169.40,0.00,164169.40
2025-05-01,Credit Card,REFUNDED,2,438187.31,438187.31,0.00
2025-05-01,Credit Card,SUCCESS,11,2712271.93,0.00,2712271.93
2025-05-01,Debit Card,FAILED,1,101389.57,0.00,101389.57
2025-05-01,Debit Card,PENDING,1,2589.62,0.00,2589.62
2025-05-01,Debit Card,SUCCESS,11,2682677.08,0.00,2682677.08
2025-05-01,Net Banking,PENDING,1,303086.31,0.00,303086.31
2025-05-01,Net Banking,SUCCESS,7,1966492.27,0.00,1966492.27
2025-05-01,Upi,PENDING,3,933838.65,0.00,933838.65
2025-05-01,Upi,SUCCESS,5,597333.67,0.00,597333.67
2025-05-01,Wallet,REFUNDED,1,355244.26,355244.26,0.00
2025-05-01,Wallet,SUCCESS,4,1654017.91,0.00,1654017.91
2025-05-02,Credit Card,FAILED,1,359564.20,0.00,359564.20
2025-05-02,Credit Card,PENDING,1,287800.20,0.00,287800.20
2025-05-02,Credit Card,REFUNDED,1,383274.11,383274.11,0.00
2025-05-02,Credit Card,SUCCESS,8,1232209.76,0.00,1232209.76
2025-05-02,Debit Card,PENDING,2,546182.69,0.00,546182.69
2025-05-02,Debit Card,REFUNDED,1,294047.28,294047.28,0.00
2025-05-02,Debit Card,SUCCESS,7,1847834.76,0.00,1847834.76
2025-05-02,Net Banking,FAILED,1,424807.05,0.00,424807.05
2025-05-02,Net Banking,PENDING,3,682297.81,0.00,682297.81
2025-05-02,Net Banking,SUCCESS,9,2737590.52,0.00,2737590.52
2025-05-02,Upi,REFUNDED,3,806268.74,806268.74,0.00
2025-05-02,Upi,SUCCESS,9,2552534.19,0.00,2552534.19
2025-05-02,Wallet,FAILED,3,789258.25,0.00,789258.25
2025-05-02,Wallet,PENDING,1,258325.83,0.00,258325.83
2025-05-02,Wallet,SUCCESS,9,2766868.44,0.00,2766868.44
2025-05-03,Credit Card,REFUNDED,4,1114845.58,1114845.58,0.00
2025-05-03,Credit Card,SUCCESS,6,1682507.62,0.00,1682507.62
2025-05-03,Debit Card,PENDING,1,286889.55,0.00,286889.55
2025-05-03,Debit Card,REFUNDED,2,292072.98,292072.98,0.00
2025-05-03,Debit Card,SUCCESS,8,2127312.23,0.00,2127312.23
